,Unnamed: 0,Unnamed: 0.1,Datetime,Open,High,Low,Close,Volume,ma,moving average 5,moving average 10,moving average 20
377,377,377,2020-05-26 13:16:00-04:00,183.19000244140625,183.1999969482422,183.1199951171875,183.1199951171875,22611,183.028,183.065,-0.05599511718750705,183.077
378,378,378,2020-05-26 13:17:00-04:00,183.1300048828125,183.18389892578125,183.1150054931641,183.17999267578125,21347,183.041,183.105,-0.09499267578124204,183.084
379,379,379,2020-05-26 13:18:00-04:00,183.17999267578125,183.25999450683602,183.1750030517578,183.19500732421875,26069,183.056,183.137,-0.09000732421876023,183.096
380,380,380,2020-05-26 13:19:00-04:00,183.1999969482422,183.25999450683602,183.1999969482422,183.25,24586,183.082,183.185,-0.11899999999999977,183.098
381,381,381,2020-05-26 13:20:00-04:00,183.2566070556641,183.27999877929688,183.22999572753903,183.22999572753903,22989,183.106,183.195,-0.08099572753903317,183.095
382,382,382,2020-05-26 13:21:00-04:00,183.22999572753903,183.30999755859366,183.1699981689453,183.27999877929688,36017,183.146,183.227,-0.10699877929687318,183.1
383,383,383,2020-05-26 13:22:00-04:00,183.28990173339844,183.3699951171875,183.28990173339844,183.368896484375,31648,183.185,183.265,-0.15989648437499682,183.112
384,384,384,2020-05-26 13:23:00-04:00,183.36900329589844,183.4512939453125,183.3686065673828,183.42999267578125,40076,183.224,183.312,-0.18099267578125477,183.132
385,385,385,2020-05-26 13:24:00-04:00,183.4199981689453,183.4600067138672,183.3999938964844,183.422607421875,28850,183.266,183.346,-0.1416074218749941,183.145
386,386,386,2020-05-26 13:25:00-04:00,183.42999267578125,183.5,183.41000366210938,183.4900054931641,49782,183.297,183.398,-0.17100549316410252,183.162
387,387,387,2020-05-26 13:26:00-04:00,183.4900054931641,183.5500030517578,183.47000122070312,183.47999572753903,63002,183.333,183.438,-0.1319957275390209,183.18
388,388,388,2020-05-26 13:27:00-04:00,183.47000122070312,183.52999877929688,183.4600067138672,183.52999877929688,31611,183.368,183.471,-0.14899877929687477,183.204
389,389,389,2020-05-26 13:28:00-04:00,183.5249938964844,183.6499938964844,183.51950073242188,183.6300048828125,53467,183.411,183.511,-0.20400488281251228,183.233
390,390,390,2020-05-26 13:29:00-04:00,183.6199951171875,183.75,183.6000061035156,183.6999969482422,61601,183.456,183.566,-0.2239969482421884,183.269
391,391,391,2020-05-26 13:30:00-04:00,183.7050018310547,183.72999572753903,183.6100006103516,183.618896484375,55347,183.495,183.592,-0.11689648437499045,183.3
392,392,392,2020-05-26 13:31:00-04:00,183.6300048828125,183.6300048828125,183.54010009765625,183.54010009765625,56379,183.521,183.604,-0.03110009765626387,183.333
393,393,393,2020-05-26 13:32:00-04:00,183.5500030517578,183.57000732421875,183.5,183.53140258789062,39041,183.537,183.604,-0.01840258789061977,183.361
394,394,394,2020-05-26 13:33:00-04:00,183.5113067626953,183.56500244140625,183.5,183.5,30397,183.544,183.578,0.01099999999999568,183.384
395,395,395,2020-05-26 13:34:00-04:00,183.4900054931641,183.4900054931641,183.4550018310547,183.47999572753903,40132,183.55,183.534,0.025004272460961374,183.408
396,396,396,2020-05-26 13:35:00-04:00,183.4900054931641,183.5200042724609,183.41000366210938,183.41000366210938,33326,183.542,183.492,0.07799633789062455,183.419
397,397,397,2020-05-26 13:36:00-04:00,183.4199981689453,183.4199981689453,183.3500061035156,183.3800048828125,34011,183.532,183.46,0.08799511718748931,183.432
398,398,398,2020-05-26 13:37:00-04:00,183.3800048828125,183.38999938964844,183.3500061035156,183.3699951171875,27331,183.516,183.428,0.08000488281248863,183.442
399,399,399,2020-05-26 13:38:00-04:00,183.3699951171875,183.4378967285156,183.3600006103516,183.3979949951172,24330,183.493,183.408,0.043005004882815,183.452
400,400,400,2020-05-26 13:39:00-04:00,183.38999938964844,183.41000366210938,183.3623046875,183.41000366210938,26175,183.464,183.394,0.024996337890627274,183.46
401,401,401,2020-05-26 13:40:00-04:00,183.3999938964844,183.4199981689453,183.33999633789062,183.34500122070312,31170,183.436,183.381,0.07399877929688614,183.466
402,402,402,2020-05-26 13:41:00-04:00,183.33999633789062,183.33999633789062,183.23199462890625,183.23199462890625,41854,183.406,183.351,0.1530053710937409,183.463
403,403,403,2020-05-26 13:42:00-04:00,183.22000122070312,183.22000122070312,183.19000244140625,183.19000244140625,29999,183.371,183.315,0.15899755859373954,183.454
404,404,404,2020-05-26 13:43:00-04:00,183.1999969482422,183.25999450683602,183.15499877929688,183.25010681152344,39357,183.347,183.285,0.08089318847655136,183.445
405,405,405,2020-05-26 13:44:00-04:00,183.25999450683602,183.25999450683602,183.18499755859366,183.1885070800781,22574,183.317,183.241,0.11649291992191024,183.434
406,406,406,2020-05-26 13:45:00-04:00,183.17999267578125,183.18870544433602,183.1300048828125,183.1300048828125,23210,183.289,183.198,0.1439951171875009,183.416
407,407,407,2020-05-26 13:46:00-04:00,183.1316070556641,183.19569396972656,183.1316070556641,183.17999267578125,37621,183.269,183.188,0.077007324218755,183.401
408,408,408,2020-05-26 13:47:00-04:00,183.17999267578125,183.22999572753903,183.1750030517578,183.17999267578125,36015,183.25,183.186,0.063007324218745,183.383
409,409,409,2020-05-26 13:48:00-04:00,183.17999267578125,183.1806945800781,183.08999633789062,183.1201019287109,23129,183.223,183.16,0.09989807128908978,183.358
410,410,410,2020-05-26 13:49:00-04:00,183.1300048828125,183.13999938964844,183.05499267578125,183.0800018310547,33344,183.19,183.138,0.11499816894530568,183.327
411,411,411,2020-05-26 13:50:00-04:00,183.0800018310547,183.16000366210938,183.0800018310547,183.125,30738,183.168,183.137,0.05699999999998795,183.302
412,412,412,2020-05-26 13:51:00-04:00,183.1199951171875,183.1499938964844,183.1000061035156,183.1000061035156,41477,183.154,183.121,0.06699389648440501,183.28
413,413,413,2020-05-26 13:52:00-04:00,183.1100006103516,183.1300048828125,183.08009338378903,183.08999633789062,29013,183.144,183.103,0.06300366210936659,183.258
414,414,414,2020-05-26 13:53:00-04:00,183.09500122070312,183.17999267578125,183.0800018310547,183.1699981689453,40274,183.136,183.113,-0.013998168945306588,183.241
415,415,415,2020-05-26 13:54:00-04:00,183.16000366210938,183.16000366210938,183.1009979248047,183.1277008056641,26710,183.13,183.123,0.023299194335919537,183.224
416,416,416,2020-05-26 13:55:00-04:00,183.125,183.125,183.0399932861328,183.0500030517578,28312,183.122,183.108,0.08299694824219728,183.206
417,417,417,2020-05-26 13:56:00-04:00,183.05999755859366,183.1000061035156,183.02999877929688,183.0800018310547,52388,183.112,183.104,0.04299816894530295,183.191
418,418,418,2020-05-26 13:57:00-04:00,183.07000732421875,183.17999267578125,183.05999755859366,183.1300048828125,35232,183.107,183.112,-0.006004882812504775,183.179
419,419,419,2020-05-26 13:58:00-04:00,183.1300048828125,183.1750030517578,183.1085968017578,183.15020751953125,40057,183.11,183.108,-0.021207519531259322,183.166
420,420,420,2020-05-26 13:59:00-04:00,183.16000366210938,183.17999267578125,183.0500030517578,183.0500030517578,28828,183.107,183.092,0.0649969482421966,183.148
421,421,421,2020-05-26 14:00:00-04:00,183.05999755859366,183.13999938964844,182.92999267578125,183.0157012939453,85721,183.096,183.085,0.08129870605469591,183.132
422,422,422,2020-05-26 14:01:00-04:00,183.02999877929688,183.0399932861328,182.94000244140625,183.0399932861328,32993,183.09,183.077,0.04600671386720023,183.122
423,423,423,2020-05-26 14:02:00-04:00,183.02999877929688,183.02999877929688,182.97000122070312,182.97000122070312,24742,183.078,183.045,0.09499877929687273,183.111
424,424,424,2020-05-26 14:03:00-04:00,182.97000122070312,182.9900054931641,182.8643035888672,182.875,98912,183.049,182.99,0.1560000000000059,183.093
425,425,425,2020-05-26 14:04:00-04:00,182.8699951171875,182.92999267578125,182.8600006103516,182.8999938964844,53097,183.026,182.96,0.10700610351560158,183.078
426,426,426,2020-05-26 14:05:00-04:00,182.91000366210938,182.9199981689453,182.8500061035156,182.8800048828125,32158,183.009,182.933,0.10399511718750887,183.066
427,427,427,2020-05-26 14:06:00-04:00,182.8999938964844,182.9199981689453,182.8500061035156,182.8699951171875,31528,182.988,182.899,0.09300488281249386,183.05
428,428,428,2020-05-26 14:07:00-04:00,182.8699951171875,182.8699951171875,182.8000030517578,182.83999633789062,40599,182.959,182.873,0.1010036621093775,183.033
429,429,429,2020-05-26 14:08:00-04:00,182.8500061035156,182.91000366210938,182.82000732421875,182.875,21645,182.932,182.873,0.054000000000002046,183.021
430,430,430,2020-05-26 14:09:00-04:00,182.875,182.91000366210938,182.8000030517578,182.8000030517578,43894,182.907,182.853,0.10499694824218864,183.007
431,431,431,2020-05-26 14:10:00-04:00,182.81500244140625,182.89089965820312,182.80999755859366,182.86129760742188,36101,182.891,182.849,0.03570239257811636,182.994
432,432,432,2020-05-26 14:11:00-04:00,182.8699951171875,183.02999877929688,182.8699951171875,182.97869873046875,57768,182.885,182.871,-0.06669873046874386,182.988
433,433,433,2020-05-26 14:12:00-04:00,182.9750061035156,182.97999572753903,182.91099548339844,182.9600067138672,29414,182.884,182.895,-0.03900671386719523,182.981
434,434,434,2020-05-26 14:13:00-04:00,182.96499633789062,182.97000122070312,182.80999755859366,182.82000732421875,35995,182.879,182.884,0.08299267578124159,182.964
435,435,435,2020-05-26 14:14:00-04:00,182.82989501953125,182.8800048828125,182.7899932861328,182.8300018310547,35437,182.872,182.89,0.058998168945322504,182.949
436,436,436,2020-05-26 14:15:00-04:00,182.8300018310547,182.8300018310547,182.7749938964844,182.7899932861328,28843,182.862,182.876,0.08100671386719682,182.936
437,437,437,2020-05-26 14:16:00-04:00,182.78500366210938,182.8000030517578,182.75,182.75,34823,182.851,182.83,0.09899999999998954,182.919
438,438,438,2020-05-26 14:17:00-04:00,182.75999450683602,182.8600006103516,182.75999450683602,182.81900024414062,42476,182.848,182.802,0.02499975585936909,182.904
439,439,439,2020-05-26 14:18:00-04:00,182.80999755859366,182.83999633789062,182.8000030517578,182.82000732421875,22737,182.843,182.802,0.018992675781248636,182.887
440,440,440,2020-05-26 14:19:00-04:00,182.8081970214844,182.88499450683602,182.7949981689453,182.8813018798828,42053,182.851,182.812,-0.03430187988280409,182.879
441,441,441,2020-05-26 14:20:00-04:00,182.8999938964844,183.02999877929688,182.88999938964844,183.00999450683602,63934,182.866,182.856,-0.13299450683601322,182.879
442,442,442,2020-05-26 14:21:00-04:00,183.00999450683602,183.0500030517578,182.9900054931641,183.0399932861328,44778,182.872,182.914,-0.1339932861328066,182.879
443,443,443,2020-05-26 14:22:00-04:00,183.02999877929688,183.1000061035156,182.97999572753903,182.97999572753903,51786,182.874,182.946,-0.059995727539046584,182.879
444,444,444,2020-05-26 14:23:00-04:00,182.97999572753903,183.00140380859366,182.9499969482422,182.9900054931641,27099,182.891,182.98,-0.0570054931640982,182.885
445,445,445,2020-05-26 14:24:00-04:00,183.0,183.00999450683602,182.96499633789062,182.96499633789062,20455,182.905,182.997,-0.026996337890636823,182.888
446,446,446,2020-05-26 14:25:00-04:00,182.97000122070312,182.97000122070312,182.9199981689453,182.92349243164062,26653,182.918,182.98,0.012507568359382049,182.89
447,447,447,2020-05-26 14:26:00-04:00,182.92999267578125,182.9600067138672,182.8999938964844,182.8999938964844,47689,182.933,182.952,0.029006103515598625,182.892
448,448,448,2020-05-26 14:27:00-04:00,182.91000366210938,182.91000366210938,182.77999877929688,182.7886962890625,49329,182.93,182.913,0.11530371093749636,182.889
449,449,449,2020-05-26 14:28:00-04:00,182.7899932861328,182.7987060546875,182.72999572753903,182.7301025390625,54195,182.921,182.861,0.1418974609375141,182.882
450,450,450,2020-05-26 14:29:00-04:00,182.7400054931641,182.75,182.70989990234366,182.7198944091797,38562,182.905,182.812,0.12410559082030659,182.878
451,451,451,2020-05-26 14:30:00-04:00,182.7100067138672,182.8000030517578,182.7050018310547,182.7749938964844,40575,182.881,182.783,0.05700610351559021,182.874
452,452,452,2020-05-26 14:31:00-04:00,182.77999877929688,182.8300018310547,182.7700958251953,182.8094024658203,27874,182.858,182.765,0.018597534179690456,182.865
453,453,453,2020-05-26 14:32:00-04:00,182.80499267578125,182.82000732421875,182.7899932861328,182.8000030517578,24439,182.84,182.767,0.022996948242195003,182.857
454,454,454,2020-05-26 14:33:00-04:00,182.7926025390625,182.8500061035156,182.66000366210938,182.67999267578125,58956,182.809,182.757,0.11700732421874704,182.85
455,455,455,2020-05-26 14:34:00-04:00,182.68499755859366,182.81500244140625,182.6699981689453,182.7899932861328,53053,182.792,182.771,0.006006713867179769,182.848
456,456,456,2020-05-26 14:35:00-04:00,182.8000030517578,182.83999633789062,182.7949981689453,182.8300018310547,22636,182.782,182.782,-0.028001831054695003,182.85
457,457,457,2020-05-26 14:36:00-04:00,182.82009887695312,182.8300018310547,182.7700042724609,182.77999877929688,26534,182.77,182.776,0.01800122070312682,182.852
458,458,458,2020-05-26 14:37:00-04:00,182.77999877929688,182.80740356445312,182.7749938964844,182.7899932861328,28700,182.77,182.774,0.006006713867179769,182.85
459,459,459,2020-05-26 14:38:00-04:00,182.7812957763672,182.7899932861328,182.75,182.7899932861328,30043,182.776,182.796,0.0050067138671749944,182.849
460,460,460,2020-05-26 14:39:00-04:00,182.7700042724609,182.77999877929688,182.69000244140625,182.7400054931641,36063,182.778,182.786,0.04499450683590567,182.842
461,461,461,2020-05-26 14:40:00-04:00,182.74989318847656,182.75,182.6000061035156,182.6100006103516,36662,182.762,182.742,0.14299938964839498,182.822
462,462,462,2020-05-26 14:41:00-04:00,182.6100006103516,182.63499450683602,182.5200042724609,182.5500030517578,49152,182.736,182.696,0.16599694824219569,182.797
463,463,463,2020-05-26 14:42:00-04:00,182.5500030517578,182.6649932861328,182.5500030517578,182.5850067138672,48156,182.714,182.655,0.10699328613281978,182.777
464,464,464,2020-05-26 14:43:00-04:00,182.5800018310547,182.5850067138672,182.5200042724609,182.52999877929688,29665,182.699,182.603,0.13300122070313591,182.754
465,465,465,2020-05-26 14:44:00-04:00,182.5301055908203,182.6150054931641,182.5249938964844,182.52999877929688,51270,182.674,182.561,0.109001220703135,182.733
466,466,466,2020-05-26 14:45:00-04:00,182.5200042724609,182.55499267578125,182.44000244140625,182.4499969482422,152865,182.635,182.529,0.15400305175782592,182.709
467,467,467,2020-05-26 14:46:00-04:00,182.44000244140625,182.5500030517578,182.44000244140625,182.47000122070312,57168,182.604,182.513,0.1099987792968875,182.687
468,468,468,2020-05-26 14:47:00-04:00,182.47000122070312,182.63999938964844,182.47000122070312,182.5449981689453,56521,182.58,182.505,0.029001831054699778,182.675
469,469,469,2020-05-26 14:48:00-04:00,182.5500030517578,182.58999633789062,182.50999450683602,182.55499267578125,44242,182.557,182.51,0.015007324218743179,182.666
470,470,470,2020-05-26 14:49:00-04:00,182.55999755859366,182.66000366210938,182.5500030517578,182.601806640625,38430,182.543,182.524,-0.025806640625006594,182.661
471,471,471,2020-05-26 14:50:00-04:00,182.6000061035156,182.6999969482422,182.6000061035156,182.6871032714844,52841,182.55,182.572,-0.09110327148439978,182.656
472,472,472,2020-05-26 14:51:00-04:00,182.69000244140625,182.69000244140625,182.6000061035156,182.6100006103516,42642,182.556,182.6,-0.011000610351601381,182.646
473,473,473,2020-05-26 14:52:00-04:00,182.6143035888672,182.66000366210938,182.58999633789062,182.61529541015625,49421,182.559,182.614,-0.013295410156246135,182.637
474,474,474,2020-05-26 14:53:00-04:00,182.6100006103516,182.6300048828125,182.53500366210938,182.55099487304688,48552,182.562,182.613,0.04100512695313796,182.631
475,475,475,2020-05-26 14:54:00-04:00,182.5500030517578,182.58999633789062,182.5487060546875,182.56500244140625,26799,182.565,182.606,0.021997558593739086,182.619
476,476,476,2020-05-26 14:55:00-04:00,182.55999755859366,182.6100006103516,182.5200042724609,182.6100006103516,54460,182.581,182.59,-0.01800061035157796,182.608
477,477,477,2020-05-26 14:56:00-04:00,182.6000061035156,182.7100067138672,182.6000061035156,182.66000366210938,40676,182.6,182.6,-0.056003662109361585,182.602
478,478,478,2020-05-26 14:57:00-04:00,182.66000366210938,182.72999572753903,182.6499938964844,182.6499938964844,45756,182.611,182.607,-0.03799389648440865,182.595
479,479,479,2020-05-26 14:58:00-04:00,182.6450042724609,182.65499877929688,182.5399932861328,182.5500030517578,60493,182.61,182.607,0.05099694824218659,182.583
480,480,480,2020-05-26 14:59:00-04:00,182.5500030517578,182.55999755859366,182.50999450683602,182.52769470214844,46756,182.603,182.6,0.06030529785155636,182.573
481,481,481,2020-05-26 15:00:00-04:00,182.5200042724609,182.5200042724609,182.4499969482422,182.47000122070312,110664,182.581,182.572,0.0959987792968775,182.566
482,482,482,2020-05-26 15:01:00-04:00,182.47869873046875,182.4900054931641,182.4499969482422,182.46499633789062,54340,182.566,182.533,0.08300366210937682,182.561
483,483,483,2020-05-26 15:02:00-04:00,182.46499633789062,182.5,182.4550018310547,182.46499633789062,58019,182.551,182.496,0.06800366210936204,182.555
484,484,484,2020-05-26 15:03:00-04:00,182.468994140625,182.4850006103516,182.3600006103516,182.38499450683602,133474,182.535,182.463,0.12100549316397746,182.548
485,485,485,2020-05-26 15:04:00-04:00,182.3800048828125,182.3800048828125,182.25,182.26499938964844,141410,182.505,182.41,0.19700061035155159,182.535
486,486,486,2020-05-26 15:05:00-04:00,182.2700042724609,182.5399932861328,182.2700042724609,182.4199981689453,77931,182.486,182.4,0.03400183105469523,182.533
487,487,487,2020-05-26 15:06:00-04:00,182.4199981689453,182.5,182.38499450683602,182.41000366210938,71434,182.461,182.389,0.035996337890622954,182.53
488,488,488,2020-05-26 15:07:00-04:00,182.41000366210938,182.4369964599609,182.37989807128903,182.42999267578125,38356,182.439,182.382,0.01300732421876205,182.525
489,489,489,2020-05-26 15:08:00-04:00,182.42999267578125,182.52999877929688,182.42999267578125,182.47999572753903,40603,182.432,182.401,-0.029995727539045447,182.521
490,490,490,2020-05-26 15:09:00-04:00,182.47999572753903,182.5399932861328,182.4499969482422,182.4539031982422,38793,182.424,182.439,-0.002903198242194094,182.513
491,491,491,2020-05-26 15:10:00-04:00,182.4600067138672,182.5749969482422,182.4600067138672,182.55499267578125,62356,182.433,182.466,-0.08499267578125114,182.507
492,492,492,2020-05-26 15:11:00-04:00,182.55499267578125,182.6499938964844,182.51010131835938,182.6199951171875,52928,182.448,182.508,-0.1229951171874859,182.507
493,493,493,2020-05-26 15:12:00-04:00,182.6280059814453,182.6999969482422,182.58999633789062,182.6100006103516,52121,182.463,182.544,-0.09200061035159024,182.507
494,494,494,2020-05-26 15:13:00-04:00,182.6100006103516,182.6300048828125,182.52999877929688,182.58999633789062,53040,182.483,182.566,-0.05899633789061909,182.509
495,495,495,2020-05-26 15:14:00-04:00,182.6000061035156,182.6499938964844,182.5399932861328,182.5399932861328,62406,182.511,182.583,-0.007993286132801813,182.508
496,496,496,2020-05-26 15:15:00-04:00,182.5399932861328,182.6100006103516,182.47999572753903,182.47999572753903,45816,182.517,182.568,0.043004272460962056,182.501
497,497,497,2020-05-26 15:16:00-04:00,182.47889709472656,182.5200042724609,182.3999938964844,182.3999938964844,54010,182.516,182.524,0.10100610351560135,182.488
498,498,498,2020-05-26 15:17:00-04:00,182.39100646972656,182.3999938964844,182.2899932861328,182.30499267578125,54620,182.503,182.463,0.1600073242187534,182.471
499,499,499,2020-05-26 15:18:00-04:00,182.30999755859366,182.4295959472656,182.30499267578125,182.3249969482422,66803,182.488,182.41,0.11500305175781023,182.46
500,500,500,2020-05-26 15:19:00-04:00,182.3300018310547,182.3300018310547,182.25999450683602,182.2899932861328,52976,182.471,182.36,0.12200671386719364,182.448
501,501,501,2020-05-26 15:20:00-04:00,182.3000030517578,182.3999938964844,182.2700042724609,182.3249969482422,55624,182.448,182.329,0.07100305175779908,182.441
502,502,502,2020-05-26 15:21:00-04:00,182.32000732421875,182.4900054931641,182.3000946044922,182.4600067138672,56562,182.432,182.341,-0.05200671386720046,182.44
503,503,503,2020-05-26 15:22:00-04:00,182.4499969482422,182.57000732421875,182.42999267578125,182.4965057373047,58731,182.421,182.379,-0.0725057373046809,182.442
504,504,504,2020-05-26 15:23:00-04:00,182.4949951171875,182.5399932861328,182.42999267578125,182.4900054931641,54576,182.411,182.412,-0.05400549316408387,182.447
505,505,505,2020-05-26 15:24:00-04:00,182.5,182.50999450683602,182.41000366210938,182.47000122070312,51187,182.404,182.448,-0.028001220703117724,182.458
506,506,506,2020-05-26 15:25:00-04:00,182.4750061035156,182.47999572753903,182.32000732421875,182.32000732421875,47923,182.388,182.447,0.0999926757812375,182.453
507,507,507,2020-05-26 15:26:00-04:00,182.3135070800781,182.3300018310547,182.22000122070312,182.2400054931641,106547,182.372,182.403,0.14699450683590953,182.444
508,508,508,2020-05-26 15:27:00-04:00,182.24740600585938,182.27999877929688,182.1100006103516,182.2512969970703,122650,182.367,182.354,0.11170300292968705,182.435
509,509,509,2020-05-26 15:28:00-04:00,182.25999450683602,182.27999877929688,182.16000366210938,182.2400054931641,49363,182.358,182.304,0.09999450683591249,182.423
510,510,510,2020-05-26 15:29:00-04:00,182.2400054931641,182.25,182.18499755859366,182.1999969482422,48564,182.349,182.25,0.11500305175781023,182.41
511,511,511,2020-05-26 15:30:00-04:00,182.2050018310547,182.3000030517578,182.10499572753903,182.3000030517578,73620,182.347,182.246,0.011996948242199323,182.398
512,512,512,2020-05-26 15:31:00-04:00,182.32000732421875,182.4199981689453,182.32000732421875,182.4199981689453,54423,182.343,182.282,-0.08799816894531887,182.388
513,513,513,2020-05-26 15:32:00-04:00,182.41000366210938,182.41000366210938,182.1499938964844,182.2400054931641,78911,182.317,182.28,0.0749945068359068,182.369
514,514,514,2020-05-26 15:33:00-04:00,182.2400054931641,182.2400054931641,182.09500122070312,182.1499938964844,66004,182.283,182.262,0.13500610351559317,182.347
515,515,515,2020-05-26 15:34:00-04:00,182.1407928466797,182.17999267578125,181.44000244140625,181.75,411766,182.211,182.172,0.4379999999999882,182.308
516,516,516,2020-05-26 15:35:00-04:00,181.75,182.19000244140625,181.74009704589844,182.06739807128903,143185,182.186,182.125,0.09860192871096274,182.287
517,517,517,2020-05-26 15:36:00-04:00,182.0500030517578,182.1199951171875,181.9900054931641,182.052001953125,78754,182.167,182.052,0.09299804687501023,182.27
518,518,518,2020-05-26 15:37:00-04:00,182.07000732421875,182.21499633789062,182.0,182.07000732421875,60101,182.149,182.018,0.061992675781255,182.258
519,519,519,2020-05-26 15:38:00-04:00,182.0800018310547,182.1699981689453,182.0500030517578,182.08999633789062,66086,182.134,182.006,0.034003662109370225,182.246
520,520,520,2020-05-26 15:39:00-04:00,182.0800018310547,182.1499938964844,181.8800048828125,181.8800048828125,95650,182.102,182.032,0.1999951171875125,182.226
521,521,521,2020-05-26 15:40:00-04:00,181.88999938964844,181.88999938964844,181.5399932861328,181.5399932861328,111356,182.026,181.926,0.44100671386718204,182.186
522,522,522,2020-05-26 15:41:00-04:00,181.57000732421875,181.66000366210938,181.44000244140625,181.47140502929688,95121,181.931,181.81,0.417594970703135,182.137
523,523,523,2020-05-26 15:42:00-04:00,181.4900054931641,181.50999450683602,181.3600006103516,181.41000366210938,98892,181.848,181.678,0.3919963378906175,182.083
524,524,524,2020-05-26 15:43:00-04:00,181.40499877929688,181.44000244140625,181.32000732421875,181.3498992919922,110615,181.768,181.53,0.37010070800781136,182.026
525,525,525,2020-05-26 15:44:00-04:00,181.3300018310547,181.3699951171875,181.22000122070312,181.32000732421875,99986,181.725,181.418,0.32699267578124136,181.968
526,526,526,2020-05-26 15:45:00-04:00,181.32000732421875,181.47000122070312,181.2700042724609,181.40499877929688,130723,181.659,181.391,0.19800122070313364,181.922
527,527,527,2020-05-26 15:46:00-04:00,181.40499877929688,181.47999572753903,181.33999633789062,181.42999267578125,98012,181.597,181.383,0.14100732421874795,181.882
528,528,528,2020-05-26 15:47:00-04:00,181.4199981689453,181.42999267578125,181.2400054931641,181.2400054931641,167234,181.514,181.349,0.27099450683590476,181.831
529,529,529,2020-05-26 15:48:00-04:00,181.2400054931641,181.42999267578125,181.17999267578125,181.3199005126953,133464,181.437,181.343,0.1560994873046866,181.785
530,530,530,2020-05-26 15:49:00-04:00,181.30999755859366,181.32000732421875,181.1000061035156,181.1199951171875,98422,181.361,181.303,0.29200488281250614,181.731
531,531,531,2020-05-26 15:50:00-04:00,181.1199951171875,183.5,181.1199951171875,181.67999267578125,447661,181.375,181.358,-0.21999267578124204,181.7
532,532,532,2020-05-26 15:51:00-04:00,181.67999267578125,181.8000030517578,181.6000061035156,181.7700042724609,190100,181.404,181.426,-0.25300427246091317,181.668
533,533,533,2020-05-26 15:52:00-04:00,181.7700042724609,181.7899932861328,181.41000366210938,181.41000366210938,156501,181.404,181.46,0.0869963378906391,181.626
534,534,534,2020-05-26 15:53:00-04:00,181.42999267578125,181.6000061035156,181.4149932861328,181.5500946044922,134214,181.424,181.506,-0.0430946044921825,181.596
535,535,535,2020-05-26 15:54:00-04:00,181.5500030517578,181.9600067138672,181.3500061035156,181.52999877929688,345196,181.445,181.588,-0.01899877929687932,181.585
536,536,536,2020-05-26 15:55:00-04:00,181.50999450683602,181.67999267578125,181.4600067138672,181.5,238084,181.455,181.552,0.00899999999998613,181.557
537,537,537,2020-05-26 15:56:00-04:00,181.5050048828125,181.58999633789062,181.41000366210938,181.50999450683602,247417,181.463,181.5,-0.000994506836036635,181.53
538,538,538,2020-05-26 15:57:00-04:00,181.50999450683602,181.6999969482422,181.5,181.6100006103516,257784,181.5,181.54,-0.08200061035159933,181.507
539,539,539,2020-05-26 15:58:00-04:00,181.6100006103516,181.77999877929688,181.4499969482422,181.6199951171875,429862,181.53,181.554,-0.07599511718748886,181.483
540,540,540,2020-05-26 15:59:00-04:00,181.6100006103516,181.8300018310547,181.4499969482422,181.55999755859366,635417,181.574,181.56,-0.01299755859366769,181.467
541,541,541,2020-05-26 16:00:00-04:00,181.57,181.57,181.57,181.57,0,181.563,181.574,-0.019000000000005457,181.469
542,542,542,2020-05-26 16:15:00-04:00,181.57,181.7898,181.57,181.7898,0,181.565,181.63,-0.19480000000001496,181.485
543,543,543,2020-05-26 16:16:00-04:00,181.74,181.79,181.74,181.79,0,181.603,181.666,-0.1599999999999966,181.504
544,544,544,2020-05-26 16:17:00-04:00,181.6168,183.0098,181.6168,181.68,0,181.616,181.678,-0.04099999999999682,181.52
545,545,545,2020-05-26 16:18:00-04:00,181.68,181.69,181.68,181.69,0,181.632,181.704,-0.04200000000000159,181.539
546,546,546,2020-05-26 16:19:00-04:00,181.66,181.71,181.6,181.6,0,181.642,181.71,0.03999999999999204,181.548
547,547,547,2020-05-26 16:20:00-04:00,181.6,181.63,181.6,181.63,0,181.654,181.678,0.008000000000009777,181.558
548,548,548,2020-05-26 16:21:00-04:00,181.69,181.69,181.69,181.69,0,181.662,181.658,-0.043000000000006366,181.581
549,549,549,2020-05-26 16:22:00-04:00,181.63,181.7,181.6,181.68,0,181.668,181.658,-0.027000000000015234,181.599
550,550,550,2020-05-26 16:23:00-04:00,181.7,181.73,181.57,181.73,0,181.685,181.666,-0.06299999999998818,181.629
551,551,551,2020-05-26 16:24:00-04:00,181.75,181.78,181.68,181.78,0,181.706,181.702,-0.09200000000001296,181.634
552,552,552,2020-05-26 16:25:00-04:00,181.78,181.78,181.72,181.72,0,181.699,181.72,-0.02600000000001046,181.632
553,553,553,2020-05-26 16:26:00-04:00,181.7,183.007,181.7,181.78,0,181.698,181.738,-0.07099999999999795,181.65
554,554,554,2020-05-26 16:27:00-04:00,181.7,181.78,181.67,181.78,0,181.708,181.758,-0.057999999999992724,181.662
555,555,555,2020-05-26 16:29:00-04:00,181.78,181.78,181.78,181.78,0,181.717,181.768,-0.046999999999997044,181.674
556,556,556,2020-05-26 16:30:00-04:00,181.91,181.91,181.91,181.91,0,181.748,181.794,-0.14500000000001023,181.695
