,Unnamed: 0,Unnamed: 0.1,Datetime,Open,High,Low,Close,Volume,ma,moving average 5,moving average 10,moving average 20
17,17,17,2020-05-26 05:05:00-04:00,186.88,186.89,186.88,186.89,0,186.852,186.766,-0.07999999999998408,186.811
18,18,18,2020-05-26 05:09:00-04:00,187.2,187.24,187.2,187.2,0,186.872,186.866,-0.31699999999997885,186.832
19,19,19,2020-05-26 05:10:00-04:00,186.94,187.24,186.94,186.94,0,186.868,186.914,-0.046999999999997044,186.837
20,20,20,2020-05-26 05:12:00-04:00,186.96,187.6,186.95,187.38,0,186.907,187.024,-0.39699999999999136,186.864
21,21,21,2020-05-26 05:13:00-04:00,187.5,187.6,187.5,187.6,0,186.969,187.202,-0.5029999999999859,186.902
22,22,22,2020-05-26 05:14:00-04:00,187.6,187.6,187.6,187.6,0,187.055,187.344,-0.41100000000000136,186.933
23,23,23,2020-05-26 05:26:00-04:00,187.39,187.39,187.39,187.39,0,187.124,187.382,-0.16399999999998727,186.97
24,24,24,2020-05-26 05:34:00-04:00,187.01,187.01,187.0,187.0,0,187.154,187.394,0.18500000000000227,186.99
25,25,25,2020-05-26 05:38:00-04:00,187.2,187.2,187.2,187.2,0,187.191,187.358,-0.012999999999976808,187.02
26,26,26,2020-05-26 05:39:00-04:00,186.95,186.95,186.95,186.95,0,187.215,187.228,0.19400000000001683,187.034
27,27,27,2020-05-26 05:52:00-04:00,187.0,187.0,187.0,187.0,0,187.226,187.108,0.117999999999995,187.039
28,28,28,2020-05-26 06:05:00-04:00,186.89,187.0,186.89,187.0,0,187.206,187.03,0.09600000000000364,187.039
29,29,29,2020-05-26 06:12:00-04:00,186.94,186.96,186.94,186.96,0,187.208,187.022,0.11099999999999,187.038
30,30,30,2020-05-26 06:16:00-04:00,186.97,186.97,186.97,186.97,0,187.167,186.976,0.08299999999999841,187.037
31,31,31,2020-05-26 06:18:00-04:00,186.97,187.0,186.97,187.0,0,187.107,186.986,0.043000000000006366,187.038
32,32,32,2020-05-26 06:20:00-04:00,187.2,187.2,187.0,187.0,0,187.047,186.986,0.03499999999999659,187.051
33,33,33,2020-05-26 06:22:00-04:00,187.18,187.18,186.93,186.93,0,187.001,186.972,0.08599999999998431,187.063
