,Unnamed: 0,Date,Open,High,Low,Close,Volume
0,0,1986-03-13,0.05665098114808145,0.06498200961020148,0.05665098114808145,0.0622050017118454,1031788800
1,1,1986-03-14,0.06220503618004525,0.06553744559776073,0.06220503618004525,0.06442664563655852,308160000
2,2,1986-03-17,0.06442665994051336,0.06609286501930059,0.06442665994051336,0.0655374601483345,133171200
3,3,1986-03-18,0.06553743920162451,0.06609284389507525,0.0633158347289835,0.06387123465538025,67766400
4,4,1986-03-19,0.06387123217082266,0.06442663684266844,0.062205027689392886,0.06276042759418488,47894400
5,5,1986-03-20,0.0627604098365084,0.0627604098365084,0.06053880131182346,0.06109420582652093,58435200
6,6,1986-03-21,0.0610942296980796,0.06220503439445061,0.05831722034067924,0.05942802503705025,59990400
7,7,1986-03-24,0.05942802383977226,0.05942802383977226,0.05720641449178832,0.05776181444525719,65289600
8,8,1986-03-25,0.057761802167411926,0.058872606605291374,0.057206402331998814,0.058872606605291374,32083200
9,9,1986-03-26,0.058872609127128876,0.06109421809805149,0.05831720926792493,0.06053881347179413,22752000
10,10,1986-03-27,0.06053881600111855,0.0616496205329895,0.06053881600111855,0.0616496205329895,16848000
11,11,1986-03-31,0.061649605574165926,0.061649605574165926,0.05998340156417845,0.06109420582652093,12873600
12,12,1986-04-01,0.06109421809805149,0.06109421809805149,0.06053881347179413,0.06053881347179413,11088000
13,13,1986-04-02,0.06053880131182346,0.06220501008886339,0.06053880131182346,0.06109420582652093,27014400
14,14,1986-04-03,0.0616496205329895,0.06331582971432274,0.0616496205329895,0.0616496205329895,23040000
15,15,1986-04-04,0.0616496205329895,0.06220502518245177,0.0616496205329895,0.0616496205329895,26582400
16,16,1986-04-07,0.06164961795725544,0.0622050225835128,0.05942801375338622,0.06053881347179413,16560000
17,17,1986-04-08,0.06053880131182346,0.06220501008886339,0.06053880131182346,0.06109420582652093,10252800
18,18,1986-04-09,0.06109419759909261,0.0627604013846959,0.06109419759909261,0.0622050017118454,12153600
19,19,1986-04-10,0.062205027689392886,0.06331583226603067,0.06109422311275513,0.06276042759418488,13881600
20,20,1986-04-11,0.0633158347289835,0.06498203927522775,0.0633158347289835,0.06387123465538025,17222400
21,21,1986-04-14,0.06387124088890299,0.06498204561715963,0.06387124088890299,0.06442664563655852,12153600
22,22,1986-04-15,0.06442664563655852,0.06442664563655852,0.06220503618004525,0.06442664563655852,9302400
23,23,1986-04-16,0.06442664035060326,0.06720364955987485,0.06387123564851653,0.06664824485778809,31910400
24,24,1986-04-17,0.0666482584739913,0.06720366328954698,0.0666482584739913,0.06720366328954698,22003200
25,25,1986-04-18,0.06720365874503698,0.06720365874503698,0.06442664915621339,0.06498204916715622,21628800
26,26,1986-04-21,0.06498204916715622,0.06553744917809905,0.06331584436727301,0.06498204916715622,22924800
27,27,1986-04-22,0.06498203927522775,0.06498203927522775,0.06387123465538025,0.06387123465538025,15552000
28,28,1986-04-23,0.06387124757717012,0.0644266523829848,0.06331584753841041,0.06414894759654999,15609600
29,29,1986-04-24,0.06414894549973423,0.07164687438023776,0.06387124548943146,0.0705360695719719,62352000
30,30,1986-04-25,0.07109144051855054,0.0780339613066019,0.07109144051855054,0.0749792531132698,85795200
31,31,1986-04-28,0.07497926425568886,0.07609006870026054,0.07442386441692965,0.07553466409444809,28886400
32,32,1986-04-29,0.07553469984924087,0.07553469984924087,0.07275768980682433,0.07331309467554092,30326400
33,33,1986-04-30,0.07331306340993654,0.07386846327473792,0.06998064991996787,0.07164685428142548,30902400
34,34,1986-05-01,0.07164687438023776,0.07164687438023776,0.06942526953076082,0.0705360695719719,54345600
35,35,1986-05-02,0.0705360695719719,0.07164687438023776,0.06998066955136635,0.0705360695719719,20246400
36,36,1986-05-05,0.0705360585244108,0.0705360585244108,0.06998065859079361,0.06998065859079361,3254400
37,37,1986-05-06,0.0705360695719719,0.07164687438023776,0.0705360695719719,0.0705360695719719,9734400
38,38,1986-05-07,0.0705360695719719,0.07109147435963223,0.06942526953076082,0.0705360695719719,5155200
39,39,1986-05-08,0.07053605353998478,0.07109145820140839,0.06998065364561487,0.07109145820140839,3542400
40,40,1986-05-09,0.07109147435963223,0.07109147435963223,0.0705360695719719,0.0705360695719719,6076800
41,41,1986-05-12,0.07053605353998478,0.07275766265157177,0.07053605353998478,0.07109145820140839,10483200
42,42,1986-05-13,0.0710914544166241,0.07220225891328033,0.0710914544166241,0.07164685428142548,3830400
43,43,1986-05-14,0.07164685809577828,0.07164685809577828,0.07109145820140839,0.07109145820140839,9302400
44,44,1986-05-15,0.07109145820140839,0.07220226275720189,0.07109145820140839,0.07109145820140839,3801600
45,45,1986-05-16,0.0710914544166241,0.07331306340993654,0.0710914544166241,0.07164685428142548,11952000
46,46,1986-05-19,0.07164687438023776,0.07164687438023776,0.06998066955136635,0.0705360695719719,11001600
47,47,1986-05-20,0.0705360585244108,0.0705360585244108,0.06942525865717641,0.06998065859079361,61977600
48,48,1986-05-21,0.06998064855399169,0.07053604840795204,0.06886984407901764,0.06886984407901764,8092800
49,49,1986-05-22,0.06886984407901764,0.06942524870003135,0.06886984407901764,0.06886984407901764,4406400
50,50,1986-05-23,0.06886984407901764,0.06998064855399169,0.06886984407901764,0.06886984407901764,4089600
51,51,1986-05-27,0.06886984908982137,0.07109145820140839,0.06886984908982137,0.07109145820140839,13881600
52,52,1986-05-28,0.07109148473478548,0.07331309467554092,0.07109148473478548,0.07331309467554092,15523200
53,53,1986-05-29,0.07331304907754799,0.07609005739276853,0.07275764455427236,0.0749792531132698,45676800
54,54,1986-05-30,0.07553464746505377,0.07886706006511869,0.07553464746505377,0.07775625586509705,27072000
55,55,1986-06-02,0.07775627298359145,0.07775627298359145,0.07553466409444809,0.07553466409444809,19728000
56,56,1986-06-03,0.07553466409444809,0.07553466409444809,0.07442386441692965,0.07553466409444809,5011200
57,57,1986-06-04,0.0755346528694929,0.07609005739276853,0.07442385335704671,0.0749792531132698,4723200
58,58,1986-06-05,0.07497927787979658,0.07609008252620697,0.07442387794011841,0.07609008252620697,13708800
59,59,1986-06-06,0.07609008252620697,0.07609008252620697,0.07497927787979658,0.07609008252620697,3427200
60,60,1986-06-09,0.07609008274187813,0.07609008274187813,0.07275766879320145,0.07275766879320145,12672000
61,61,1986-06-10,0.07275766879320145,0.07275766879320145,0.07164686414364256,0.07275766879320145,3427200
62,62,1986-06-11,0.07275766879320145,0.07275766879320145,0.07164686414364256,0.07275766879320145,2304000
63,63,1986-06-12,0.07275766779298769,0.07275766779298769,0.06942525865717641,0.06998065859079361,13708800
64,64,1986-06-13,0.06998065859079361,0.0705360585244108,0.06942525865717641,0.06998065859079361,7891200
65,65,1986-06-16,0.06998067749559242,0.07053607757924714,0.06886987256122767,0.06942527741193771,9590400
66,66,1986-06-17,0.06998066955136635,0.07164687438023776,0.06998066955136635,0.0705360695719719,13075200
67,67,1986-06-18,0.0705360585244108,0.0705360585244108,0.06886985395650516,0.06998065859079361,4348800
68,68,1986-06-19,0.06998067749559242,0.07053607757924714,0.06886987256122767,0.06942527741193771,8467200
69,69,1986-06-20,0.06942526057630001,0.06998066052527012,0.06942526057630001,0.06970296055078506,3801600
70,70,1986-06-23,0.06970296954106359,0.0705360695719719,0.06831446472249494,0.0705360695719719,46195200
71,71,1986-06-24,0.0705360585244108,0.07109146322508206,0.06942525865717641,0.06998065859079361,14572800
72,72,1986-06-25,0.06998064855399169,0.07053604840795204,0.06886984407901764,0.06886984407901764,15235200
73,73,1986-06-26,0.06886985413202698,0.06942525883411373,0.06664824485778809,0.06664824485778809,19152000
