Datetime,Open,High,Low,Close,Volume,ma,ema 12,ema 26,ema 12-26,ema 9
2020-05-26 07:03:00-04:00,186.08,186.1,186.08,186.1,0,186.608,186.493,186.711,-0.21800000000001774,-0.11637582924968277
2020-05-26 07:04:00-04:00,186.0,186.46,186.0,186.33,0,186.564,186.468,186.682,-0.21399999999999864,-0.13590066339974594
2020-05-26 07:05:00-04:00,186.3,186.3,186.3,186.3,0,186.497,186.442,186.653,-0.2109999999999843,-0.1509205307197936
2020-05-26 07:06:00-04:00,186.27,186.28,186.27,186.28,0,186.428,186.417,186.625,-0.2079999999999984,-0.16233642457583458
2020-05-26 07:07:00-04:00,186.12,186.28,186.1,186.28,0,186.378,186.396,186.599,-0.20300000000000296,-0.17046913966066826
2020-05-26 07:08:00-04:00,186.23,186.23,186.23,186.23,0,186.33,186.37,186.571,-0.2009999999999934,-0.1765753117285333
2020-05-26 07:09:00-04:00,186.21,186.24,186.18,186.2,0,186.288,186.344,186.543,-0.19900000000001228,-0.1810602493828291
2020-05-26 07:10:00-04:00,186.2,186.25,186.2,186.25,0,186.233,186.33,186.521,-0.19099999999997408,-0.1830481995062581
2020-05-26 07:11:00-04:00,186.35,186.35,186.35,186.35,0,186.209,186.333,186.509,-0.17599999999998772,-0.18163855960500402
2020-05-26 07:12:00-04:00,186.37,186.37,186.34,186.34,0,186.238,186.334,186.496,-0.16200000000000614,-0.17771084768400444
2020-05-26 07:15:00-04:00,186.21,186.21,186.15,186.18,0,186.237,186.31,186.472,-0.16200000000000614,-0.17456867814720478
2020-05-26 07:16:00-04:00,186.15,186.27,186.15,186.27,0,186.259,186.304,186.457,-0.1529999999999916,-0.17025494251776213
2020-05-26 07:17:00-04:00,186.29,186.38,186.22,186.38,0,186.283,186.316,186.451,-0.1349999999999909,-0.1632039540142079
2020-05-26 07:20:00-04:00,186.37,186.4,186.37,186.4,0,186.288,186.329,186.447,-0.117999999999995,-0.1541631632113653
2020-05-26 07:21:00-04:00,186.39,186.39,186.39,186.39,0,186.296,186.338,186.443,-0.10500000000001819,-0.1443305305690959
2020-05-26 07:22:00-04:00,186.25,186.28,186.22,186.28,0,186.296,186.329,186.431,-0.10200000000000387,-0.1358644244552775
2020-05-26 07:23:00-04:00,186.24,186.24,186.2,186.2,0,186.289,186.309,186.414,-0.10499999999998977,-0.12969153956421994
2020-05-26 07:24:00-04:00,186.18,186.18,186.13,186.13,0,186.281,186.282,186.393,-0.11099999999999,-0.12595323165137395
2020-05-26 07:25:00-04:00,186.12,186.12,186.12,186.12,0,186.274,186.257,186.372,-0.1150000000000091,-0.12376258532110099
2020-05-26 07:26:00-04:00,186.15,186.15,186.15,186.15,0,186.266,186.24,186.356,-0.11599999999998545,-0.12221006825687789
2020-05-26 07:27:00-04:00,186.11,186.4,186.11,186.4,0,186.27,186.265,186.359,-0.09400000000002251,-0.11656805460550682
2020-05-26 07:28:00-04:00,186.37,186.37,186.37,186.37,0,186.273,186.281,186.36,-0.07900000000000773,-0.109054443684407
2020-05-26 07:31:00-04:00,186.1,186.1,186.05,186.05,0,186.262,186.246,186.337,-0.09099999999997976,-0.10544355494752156
2020-05-26 07:32:00-04:00,186.18,186.2,186.18,186.18,0,186.254,186.235,186.325,-0.08999999999997499,-0.10235484395801224
2020-05-26 07:34:00-04:00,186.1,186.11,186.1,186.11,0,186.232,186.216,186.309,-0.09299999999998931,-0.10048387516640765
2020-05-26 07:37:00-04:00,186.1,186.1,186.01,186.1,0,186.207,186.198,186.294,-0.09600000000000364,-0.09958710013312685
2020-05-26 07:38:00-04:00,186.1,186.1,186.1,186.1,0,186.183,186.183,186.279,-0.09600000000000364,-0.09886968010650221
2020-05-26 07:39:00-04:00,186.1,186.15,186.1,186.15,0,186.172,186.178,186.27,-0.09200000000001296,-0.09749574408520437
2020-05-26 07:40:00-04:00,186.15,186.35,186.15,186.35,0,186.184,186.205,186.276,-0.07099999999999795,-0.09219659526816308
2020-05-26 07:43:00-04:00,186.28,186.35,186.28,186.35,0,186.203,186.227,186.281,-0.054000000000002046,-0.08455727621453088
2020-05-26 07:44:00-04:00,186.28,186.28,186.28,186.28,0,186.216,186.235,186.281,-0.04599999999999227,-0.07684582097162315
2020-05-26 07:51:00-04:00,186.22,186.22,186.22,186.22,0,186.222,186.233,186.276,-0.043000000000006366,-0.0700766567772998
2020-05-26 07:53:00-04:00,186.3,186.3,186.29,186.29,0,186.213,186.242,186.277,-0.03499999999999659,-0.06306132542183915
2020-05-26 07:57:00-04:00,186.25,186.25,186.25,186.25,0,186.203,186.243,186.275,-0.03200000000001069,-0.05684906033747346
2020-05-26 08:00:00-04:00,186.2299,186.55,185.72,186.19,0,186.214,186.235,186.269,-0.033999999999991815,-0.05227924826997713
2020-05-26 08:01:00-04:00,186.2,186.2,186.15,186.16,0,186.213,186.223,186.261,-0.03799999999998249,-0.049423398615978206
2020-05-26 08:02:00-04:00,186.15,186.15,186.08,186.1,0,186.212,186.204,186.249,-0.044999999999987494,-0.04853871889278007
2020-05-26 08:03:00-04:00,186.01,186.1,186.0,186.1,0,186.212,186.188,186.238,-0.05000000000001137,-0.04883097511422633
2020-05-26 08:04:00-04:00,186.15,186.15,185.55,185.55,0,186.166,186.09,186.187,-0.09700000000000841,-0.05846478009138274
2020-05-26 08:05:00-04:00,185.72,185.75,185.54,185.63,0,186.123,186.019,186.146,-0.12699999999998113,-0.07217182407310242
2020-05-26 08:06:00-04:00,185.65,185.77,185.65,185.77,0,186.074,185.981,186.118,-0.13700000000000045,-0.08513745925848203
2020-05-26 08:07:00-04:00,185.75,185.7501,185.7,185.7,0,186.02,185.938,186.087,-0.1490000000000009,-0.0979099674067858
2020-05-26 08:08:00-04:00,185.6145,185.75,185.6145,185.7,0,185.972,185.901,186.058,-0.15699999999998226,-0.10972797392542509
2020-05-26 08:09:00-04:00,185.65,185.65,185.65,185.65,0,185.924,185.862,186.028,-0.16599999999999682,-0.12098237914033944
2020-05-26 08:10:00-04:00,185.675,185.675,185.675,185.675,0,185.873,185.834,186.002,-0.16800000000000637,-0.13038590331227282
2020-05-26 08:12:00-04:00,185.74,185.8,185.74,185.8,0,185.835,185.828,185.987,-0.15899999999999181,-0.1361087226498166
2020-05-26 08:16:00-04:00,185.7094,185.7094,185.7094,185.7094,0,185.795,185.81,185.966,-0.1560000000000059,-0.14008697811985446
2020-05-26 08:17:00-04:00,185.81,185.81,185.81,185.81,0,185.766,185.81,185.955,-0.14500000000001023,-0.1410695824958856
2020-05-26 08:18:00-04:00,185.73,185.73,185.703,185.73,0,185.735,185.798,185.938,-0.13999999999998636,-0.14085566599670576
2020-05-26 08:19:00-04:00,185.82,185.84,185.82,185.84,0,185.714,185.804,185.931,-0.12700000000000955,-0.13808453279736652
2020-05-26 08:20:00-04:00,185.81,185.82,185.8,185.8,0,185.735,185.804,185.921,-0.11699999999999022,-0.13386762623789125
2020-05-26 08:21:00-04:00,185.72,185.72,185.72,185.72,0,185.742,185.791,185.906,-0.1150000000000091,-0.13009410099031482
2020-05-26 08:22:00-04:00,185.86,185.88,185.8,185.8,0,185.745,185.792,185.898,-0.10599999999999454,-0.12527528079225075
2020-05-26 08:25:00-04:00,185.95,185.95,185.85,185.85,0,185.757,185.801,185.895,-0.09400000000002251,-0.1190202246338051
2020-05-26 08:26:00-04:00,185.81,185.93,185.8,185.93,0,185.776,185.821,185.897,-0.0759999999999934,-0.11041617970704276
2020-05-26 08:27:00-04:00,185.93,185.95,185.93,185.95,0,185.801,185.841,185.901,-0.060000000000002274,-0.10033294376563466
2020-05-26 08:28:00-04:00,185.76,185.837,183.51,183.51,0,185.621,185.482,185.724,-0.24199999999999022,-0.12866635501250578
2020-05-26 08:29:00-04:00,185.79,185.79,185.6,185.6,0,185.604,185.5,185.715,-0.2150000000000034,-0.14593308401000532
2020-05-26 08:30:00-04:00,185.8294,185.89,185.6,185.7,0,185.603,185.531,185.714,-0.18299999999999272,-0.1533464672080028
2020-05-26 08:31:00-04:00,185.75,185.75,185.75,185.75,0,185.598,185.565,185.716,-0.15100000000001046,-0.15287717376640433
2020-05-26 08:32:00-04:00,185.82,185.82,185.5,185.5,0,185.579,185.555,185.7,-0.1449999999999818,-0.15130173901311983
2020-05-26 08:33:00-04:00,185.51,185.5992,185.39,185.39,0,185.542,185.529,185.677,-0.14799999999999613,-0.15064139121049508
2020-05-26 08:34:00-04:00,185.53,185.6,185.5,185.6,0,185.525,185.54,185.672,-0.132000000000005,-0.14691311296839707
2020-05-26 08:35:00-04:00,185.6,185.64,185.6,185.6,0,185.515,185.549,185.666,-0.11699999999999022,-0.1409304903747157
2020-05-26 08:36:00-04:00,185.6,185.72,185.6,185.72,0,185.508,185.576,185.67,-0.09399999999999409,-0.13154439229977138
2020-05-26 08:37:00-04:00,185.72,185.72,185.53,185.53,0,185.482,185.569,185.66,-0.09100000000000819,-0.12343551383981874
2020-05-26 08:38:00-04:00,185.57,185.57,185.52,185.52,0,185.447,185.561,185.65,-0.08899999999999864,-0.11654841107185472
2020-05-26 08:39:00-04:00,185.54,185.55,185.05,185.34,0,185.397,185.527,185.627,-0.10000000000002274,-0.11323872885748833
2020-05-26 08:40:00-04:00,185.38,185.39,185.24,185.39,0,185.553,185.506,185.609,-0.10300000000000864,-0.11119098308599239
2020-05-26 08:41:00-04:00,185.4101,185.56,185.4101,185.56,0,185.55,185.514,185.605,-0.09099999999997976,-0.10715278646878987
2020-05-26 08:42:00-04:00,185.59,185.68,185.5,185.6768,0,185.548,185.539,185.611,-0.07200000000000273,-0.10012222917503244
2020-05-26 08:43:00-04:00,185.61,185.61,185.61,185.61,0,185.536,185.55,185.611,-0.06099999999997863,-0.09229778334002167
2020-05-26 08:44:00-04:00,185.61,185.647,185.4096,185.647,0,185.549,185.565,185.613,-0.04800000000000182,-0.0834382266720177
2020-05-26 08:45:00-04:00,185.66,185.66,185.66,185.66,0,185.571,185.58,185.617,-0.03699999999997772,-0.0741505813376097
2020-05-26 08:46:00-04:00,185.65,185.77,185.65,185.75,0,185.584,185.606,185.627,-0.021000000000015007,-0.06352046507009076
2020-05-26 08:47:00-04:00,185.8,185.8,185.8,185.8,0,185.6,185.636,185.64,-0.003999999999990678,-0.051616372056070746
2020-05-26 08:48:00-04:00,185.82,185.93,185.71,185.93,0,185.618,185.681,185.661,0.020000000000010232,-0.03729309764485455
2020-05-26 08:49:00-04:00,185.7501,185.92,185.7501,185.92,0,185.65,185.718,185.68,0.03799999999998249,-0.02223447811588714
2020-05-26 08:50:00-04:00,185.93,185.93,185.8998,185.9,0,185.682,185.746,185.697,0.049000000000006594,-0.007987582492708391
2020-05-26 08:51:00-04:00,185.85,185.85,185.85,185.85,0,185.724,185.762,185.708,0.054000000000002046,0.004409934005833697
2020-05-26 08:52:00-04:00,185.85,185.9,185.8199,185.8199,0,185.76,185.771,185.716,0.0549999999999784,0.014527947204662639
2020-05-26 08:53:00-04:00,185.8198,185.82,185.75,185.75,0,185.776,185.768,185.719,0.049000000000006594,0.02142235776373143
2020-05-26 08:54:00-04:00,185.82,185.82,185.77,185.77,0,185.784,185.768,185.722,0.04599999999999227,0.026337886210983597
2020-05-26 08:55:00-04:00,185.76,185.76,185.76,185.76,0,185.796,185.767,185.725,0.04200000000000159,0.029470308968787197
2020-05-26 08:56:00-04:00,185.8256,185.842,185.75,185.842,0,185.813,185.778,185.734,0.04399999999998272,0.0323762471750263
2020-05-26 08:57:00-04:00,185.8335,185.8335,185.8335,185.8335,0,185.827,185.787,185.741,0.04599999999999227,0.0351009977400195
2020-05-26 08:58:00-04:00,185.7052,185.7911,185.51,185.51,0,185.807,185.744,185.724,0.020000000000010232,0.032080798192017645
2020-05-26 08:59:00-04:00,185.65,185.7093,185.65,185.7093,0,185.8,185.739,185.723,0.015999999999991132,0.02886463855361234
2020-05-26 09:00:00-04:00,185.65,185.7,185.65,185.7,0,185.78,185.733,185.721,0.012000000000000455,0.025491710842889963
2020-05-26 09:01:00-04:00,185.6504,185.85,185.6504,185.82,0,185.772,185.746,185.729,0.016999999999995907,0.02379336867431115
2020-05-26 09:02:00-04:00,185.82,185.94,185.82,185.94,0,185.775,185.776,185.744,0.03200000000001069,0.02543469493945106
2020-05-26 09:03:00-04:00,185.89,185.89,185.8,185.8,0,185.771,185.78,185.748,0.03200000000001069,0.026747755951562986
2020-05-26 09:04:00-04:00,185.94,185.94,185.93,185.94,0,185.781,185.804,185.763,0.04099999999999682,0.029598204761249754
2020-05-26 09:05:00-04:00,185.94,185.95,185.94,185.95,0,185.798,185.827,185.777,0.05000000000001137,0.033678563809002075
2020-05-26 09:06:00-04:00,185.945,186.0,185.94,186.0,0,185.817,185.853,185.793,0.060000000000002274,0.03894285104720212
2020-05-26 09:07:00-04:00,185.95,185.95,185.95,185.95,0,185.833,185.868,185.805,0.06299999999998818,0.04375428083775933
2020-05-26 09:08:00-04:00,185.9502,185.99,185.94,185.94,0,185.841,185.879,185.815,0.06399999999999295,0.047803424670206054
2020-05-26 09:09:00-04:00,185.94,186.09,185.94,186.09,0,185.862,185.912,185.835,0.07699999999999818,0.05364273973616448
2020-05-26 09:10:00-04:00,186.09,186.09,186.0,186.0799,0,185.91,185.938,185.853,0.08499999999997954,0.05991419178892749
2020-05-26 09:11:00-04:00,186.01,186.05,186.0002,186.05,0,185.938,185.955,185.868,0.08700000000001751,0.06533135343114549
2020-05-26 09:12:00-04:00,186.04,186.04,186.0,186.0,0,185.963,185.962,185.878,0.08400000000000318,0.06906508274491703
2020-05-26 09:13:00-04:00,186.05,186.05,186.0,186.02,0,185.98,185.971,185.888,0.08299999999999841,0.0718520661959333
2020-05-26 09:14:00-04:00,186.02,186.05,186.02,186.05,0,185.989,185.983,185.9,0.08299999999999841,0.07408165295674632
2020-05-26 09:15:00-04:00,186.05,186.05,186.03,186.03,0,186.008,185.99,185.91,0.0800000000000125,0.07526532236539955
2020-05-26 09:30:00-04:00,186.33999633789062,186.5,185.78500366210938,185.8000030517578,1590580,185.997,185.961,185.902,0.05900000000002592,0.07201225789232482
2020-05-26 09:31:00-04:00,185.77999877929688,185.77999877929688,185.1999969482422,185.32000732421875,237301,185.944,185.862,185.859,0.002999999999985903,0.05820980631385704
2020-05-26 09:32:00-04:00,185.31500244140625,185.3300018310547,185.07000732421875,185.10000610351562,180969,185.869,185.745,185.802,-0.05699999999998795,0.03516784505108804
2020-05-26 09:33:00-04:00,185.11000061035156,185.2100067138672,184.92999267578125,184.99319458007812,247877,185.789,185.629,185.742,-0.11299999999999955,0.00553427604087052
2020-05-26 09:34:00-04:00,184.97000122070312,185.1300048828125,184.88999938964844,184.97999572753906,177669,185.709,185.529,185.686,-0.1570000000000107,-0.02697257916730573
2020-05-26 09:35:00-04:00,184.97999572753906,185.27000427246094,184.97999572753906,185.13999938964844,155546,185.63,185.47,185.646,-0.17599999999998772,-0.05677806333384213
2020-05-26 09:36:00-04:00,185.1300048828125,185.2100067138672,184.91000366210938,184.92999267578125,139527,185.534,185.387,185.593,-0.20599999999998886,-0.08662245066707147
2020-05-26 09:37:00-04:00,184.9250030517578,185.1199951171875,184.89999389648438,184.97500610351562,156698,185.445,185.323,185.547,-0.22399999999998954,-0.11409796053365509
2020-05-26 09:38:00-04:00,184.97000122070312,185.17999267578125,184.91000366210938,185.17999267578125,136822,185.377,185.301,185.52,-0.2190000000000225,-0.13507836842692858
2020-05-26 09:39:00-04:00,185.17999267578125,185.3300018310547,185.11000061035156,185.13999938964844,152874,185.303,185.276,185.491,-0.2150000000000034,-0.15106269474154355
2020-05-26 09:40:00-04:00,185.13999938964844,185.19000244140625,184.97999572753906,185.19000244140625,129830,185.232,185.263,185.469,-0.20599999999998886,-0.16205015579323262
2020-05-26 09:41:00-04:00,185.1999969482422,185.32000732421875,185.11000061035156,185.21420288085938,101353,185.164,185.256,185.45,-0.1939999999999884,-0.16844012463458377
2020-05-26 09:42:00-04:00,185.22000122070312,185.41000366210938,185.1300048828125,185.18499755859375,137109,185.112,185.245,185.431,-0.18600000000000705,-0.17195209970766842
2020-05-26 09:43:00-04:00,185.1999969482422,185.3800048828125,185.14500427246094,185.22999572753906,97057,185.105,185.242,185.416,-0.1740000000000066,-0.17236167976613606
2020-05-26 09:44:00-04:00,185.25,185.27999877929688,185.0800018310547,185.22000122070312,117375,185.115,185.239,185.401,-0.16200000000000614,-0.17028934381291008
2020-05-26 09:45:00-04:00,185.22000122070312,185.35000610351562,185.2100067138672,185.22999572753906,96053,185.135,185.238,185.389,-0.15100000000001046,-0.16643147505033015
2020-05-26 09:46:00-04:00,185.24000549316406,185.27999877929688,185.0800018310547,185.1999969482422,108461,185.153,185.232,185.375,-0.14300000000000068,-0.16174518004026425
2020-05-26 09:47:00-04:00,185.19000244140625,185.25999450683594,185.02000427246094,185.02999877929688,116244,185.144,185.201,185.349,-0.14799999999999613,-0.15899614403221063
2020-05-26 09:48:00-04:00,185.01499938964844,185.16000366210938,184.9886932373047,185.02000427246094,118168,185.151,185.173,185.325,-0.1519999999999868,-0.15759691522576585
2020-05-26 09:49:00-04:00,185.02000427246094,185.07000732421875,184.96099853515625,185.01499938964844,87062,185.155,185.149,185.302,-0.1529999999999916,-0.156677532180611
2020-05-26 09:50:00-04:00,185.00999450683594,185.10499572753906,184.77000427246094,184.77999877929688,155419,185.121,185.092,185.263,-0.17099999999999227,-0.15954202574448725
2020-05-26 09:51:00-04:00,184.77000427246094,184.80999755859375,184.57000732421875,184.6374053955078,184106,185.079,185.022,185.217,-0.1950000000000216,-0.1666336205955941
2020-05-26 09:52:00-04:00,184.6300048828125,184.82000732421875,184.61000061035156,184.75,108835,185.043,184.98,185.182,-0.20199999999999818,-0.17370689647647491
2020-05-26 09:53:00-04:00,184.75999450683594,184.8249969482422,184.6699981689453,184.77999877929688,109837,185.006,184.949,185.152,-0.20299999999997453,-0.17956551718117483
2020-05-26 09:54:00-04:00,184.77259826660156,184.80999755859375,184.3800048828125,184.3800048828125,197003,184.939,184.862,185.095,-0.2330000000000041,-0.19025241374494067
2020-05-26 09:55:00-04:00,184.38999938964844,184.5399932861328,184.1300048828125,184.1300048828125,160330,184.848,184.749,185.024,-0.2750000000000057,-0.2072019309959537
2020-05-26 09:56:00-04:00,184.13499450683594,184.14810180664062,183.88999938964844,183.92269897460938,211151,184.74,184.622,184.942,-0.3199999999999932,-0.22976154479676159
2020-05-26 09:57:00-04:00,183.9221954345703,183.9324951171875,183.64999389648438,183.72740173339844,145832,184.614,184.484,184.852,-0.367999999999995,-0.25740923583740827
2020-05-26 09:58:00-04:00,183.72000122070312,183.8800048828125,183.6999969482422,183.8000030517578,133993,184.498,184.379,184.774,-0.39500000000001023,-0.28492738866992867
2020-05-26 09:59:00-04:00,183.77999877929688,184.1300048828125,183.72000122070312,184.0800018310547,150724,184.419,184.333,184.723,-0.3900000000000148,-0.3059419109359459
2020-05-26 10:00:00-04:00,184.0800018310547,184.3699951171875,184.0800018310547,184.25,119256,184.354,184.32,184.688,-0.367999999999995,-0.3183535287487557
2020-05-26 10:01:00-04:00,184.2550048828125,184.33999633789062,184.14999389648438,184.22999572753906,104877,184.289,184.306,184.654,-0.34799999999998477,-0.3242828229990015
2020-05-26 10:02:00-04:00,184.22000122070312,184.27999877929688,184.08999633789062,184.2100067138672,121002,184.241,184.292,184.621,-0.32900000000000773,-0.32522625839920277
2020-05-26 10:03:00-04:00,184.22000122070312,184.3000030517578,184.05999755859375,184.0800018310547,88041,184.195,184.259,184.581,-0.32200000000000273,-0.32458100671936274
2020-05-26 10:04:00-04:00,184.0800018310547,184.2100067138672,184.0800018310547,184.16110229492188,90506,184.146,184.244,184.55,-0.3060000000000116,-0.3208648053754925
2020-05-26 10:05:00-04:00,184.1699981689453,184.32000732421875,184.13999938964844,184.21499633789062,86976,184.099,184.24,184.525,-0.2849999999999966,-0.3136918443003933
2020-05-26 10:06:00-04:00,184.19000244140625,184.32000732421875,184.14999389648438,184.22650146484375,86426,184.086,184.238,184.503,-0.26499999999998636,-0.3039534754403119
2020-05-26 10:07:00-04:00,184.22000122070312,184.2899932861328,184.10000610351562,184.20989990234375,79442,184.093,184.233,184.481,-0.24799999999999045,-0.2927627803522476
2020-05-26 10:08:00-04:00,184.1999969482422,184.26870727539062,184.13999938964844,184.18150329589844,73071,184.114,184.225,184.459,-0.23400000000000887,-0.2810102242817999
2020-05-26 10:09:00-04:00,184.1699981689453,184.3000030517578,184.16000366210938,184.1699981689453,61437,184.151,184.217,184.438,-0.22099999999997522,-0.269008179425435
2020-05-26 10:10:00-04:00,184.18499755859375,184.25259399414062,184.02000427246094,184.22000122070312,86424,184.186,184.217,184.421,-0.2039999999999793,-0.25600654354034386
2020-05-26 10:11:00-04:00,184.22999572753906,184.37100219726562,184.22999572753906,184.32000732421875,76283,184.206,184.233,184.414,-0.18099999999998317,-0.2410052348322717
2020-05-26 10:12:00-04:00,184.3300018310547,184.38999938964844,184.19000244140625,184.22000122070312,62898,184.204,184.231,184.4,-0.16900000000001114,-0.2266041878658196
2020-05-26 10:13:00-04:00,184.2126007080078,184.3000030517578,184.17999267578125,184.1999969482422,61248,184.201,184.226,184.385,-0.15899999999999181,-0.21308335029265404
2020-05-26 10:14:00-04:00,184.2100067138672,184.25,184.1300048828125,184.24000549316406,69100,184.204,184.228,184.374,-0.14599999999998658,-0.19966668023412054
2020-05-26 10:15:00-04:00,184.25999450683594,184.2899932861328,184.1999969482422,184.2100067138672,51761,184.215,184.226,184.362,-0.13599999999999568,-0.18693334418729557
2020-05-26 10:16:00-04:00,184.2050018310547,184.27999877929688,184.19000244140625,184.1999969482422,54096,184.218,184.222,184.35,-0.1279999999999859,-0.17514667534983364
2020-05-26 10:17:00-04:00,184.2100067138672,184.2100067138672,184.10000610351562,184.1750030517578,76917,184.214,184.214,184.337,-0.12299999999999045,-0.164717340279865
