 ,Datetime,Open,High,Low,Close,Volume
492,2020-05-27 15:09:00-04:00,181.0449981689453,181.06979370117188,180.8800048828125,180.8800048828125,44694
493,2020-05-27 15:10:00-04:00,180.8999938964844,180.97999572753903,180.80999755859372,180.80999755859372,34284
494,2020-05-27 15:11:00-04:00,180.82000732421875,180.889892578125,180.7899932861328,180.8370056152344,45258
495,2020-05-27 15:12:00-04:00,180.83999633789062,180.8800048828125,180.75999450683597,180.8699951171875,35462
496,2020-05-27 15:13:00-04:00,180.8650054931641,180.97999572753903,180.8386993408203,180.9499969482422,47931
497,2020-05-27 15:14:00-04:00,180.9600067138672,181.08999633789062,180.9468994140625,181.05999755859372,45908
498,2020-05-27 15:15:00-04:00,181.05499267578125,181.05999755859372,180.8500061035156,180.8800048828125,58383
499,2020-05-27 15:16:00-04:00,180.8699951171875,180.875,180.75999450683597,180.82000732421875,50328
500,2020-05-27 15:17:00-04:00,180.80499267578125,180.8600006103516,180.72999572753903,180.7899932861328,62075
501,2020-05-27 15:18:00-04:00,180.8000030517578,180.8300018310547,180.7100067138672,180.7700042724609,53459
502,2020-05-27 15:19:00-04:00,180.78500366210938,180.9199981689453,180.78500366210938,180.9199981689453,33086
503,2020-05-27 15:20:00-04:00,180.9199981689453,180.97999572753903,180.91000366210938,180.9499969482422,40200
504,2020-05-27 15:21:00-04:00,180.9499969482422,180.9638977050781,180.8300018310547,180.88999938964844,47946
505,2020-05-27 15:22:00-04:00,180.88999938964844,180.88999938964844,180.7100067138672,180.72999572753903,52871
506,2020-05-27 15:23:00-04:00,180.72999572753903,180.75,180.6699981689453,180.6999969482422,49253
507,2020-05-27 15:24:00-04:00,180.7100067138672,180.8000030517578,180.69000244140625,180.75999450683597,30867
508,2020-05-27 15:25:00-04:00,180.75,180.75,180.63340759277344,180.66000366210938,46161
509,2020-05-27 15:26:00-04:00,180.6499938964844,180.76499938964844,180.6300048828125,180.72000122070312,45481
510,2020-05-27 15:27:00-04:00,180.7100067138672,180.8800048828125,180.6999969482422,180.8500061035156,40711
511,2020-05-27 15:28:00-04:00,180.8426055908203,180.8999938964844,180.8302001953125,180.8600006103516,34588
512,2020-05-27 15:29:00-04:00,180.85499572753903,180.85499572753903,180.72000122070312,180.7250061035156,41171
513,2020-05-27 15:30:00-04:00,180.72000122070312,180.72799682617188,180.5500030517578,180.5500030517578,73105
514,2020-05-27 15:31:00-04:00,180.56500244140625,180.57989501953125,180.3500061035156,180.3600006103516,108473
515,2020-05-27 15:32:00-04:00,180.3600006103516,180.51980590820312,180.31500244140625,180.47000122070312,73105
516,2020-05-27 15:33:00-04:00,180.47000122070312,180.59500122070312,180.47000122070312,180.5850067138672,40833
517,2020-05-27 15:34:00-04:00,180.5800018310547,180.5800018310547,180.38999938964844,180.5,80807
518,2020-05-27 15:35:00-04:00,180.5200042724609,180.58999633789062,180.44000244140625,180.50999450683597,66160
519,2020-05-27 15:36:00-04:00,180.5200042724609,180.72999572753903,180.51010131835938,180.55999755859372,81071
520,2020-05-27 15:37:00-04:00,180.54010009765625,180.66000366210938,180.5200958251953,180.66000366210938,31976
521,2020-05-27 15:38:00-04:00,180.6699981689453,180.9199981689453,180.66000366210938,180.9199981689453,52264
522,2020-05-27 15:39:00-04:00,180.88999938964844,181.02999877929688,180.82000732421875,180.9600067138672,92419
523,2020-05-27 15:40:00-04:00,180.9600067138672,181.0800018310547,180.8800048828125,181.0749969482422,58518
524,2020-05-27 15:41:00-04:00,181.07000732421875,181.3800048828125,181.05999755859372,181.3800048828125,140248
525,2020-05-27 15:42:00-04:00,181.3800048828125,181.41000366210938,181.25,181.41000366210938,64868
526,2020-05-27 15:43:00-04:00,181.4069976806641,181.4600067138672,181.3500061035156,181.44000244140625,63150
527,2020-05-27 15:44:00-04:00,181.4499969482422,181.4499969482422,181.3699951171875,181.44439697265625,50424
528,2020-05-27 15:45:00-04:00,181.44500732421875,181.50999450683597,181.41000366210938,181.47999572753903,93343
529,2020-05-27 15:46:00-04:00,181.4900054931641,181.58999633789062,181.4900054931641,181.5850067138672,78888
530,2020-05-27 15:47:00-04:00,181.5800018310547,181.5800018310547,181.4001007080078,181.4600067138672,95113
531,2020-05-27 15:48:00-04:00,181.4600067138672,181.4600067138672,181.25999450683597,181.31500244140625,64565
532,2020-05-27 15:49:00-04:00,181.3300018310547,181.3699951171875,181.17999267578125,181.3350067138672,107820
533,2020-05-27 15:50:00-04:00,181.3699951171875,181.9600067138672,181.3249969482422,181.67999267578125,367922
534,2020-05-27 15:51:00-04:00,181.6699981689453,181.6699981689453,181.38999938964844,181.6000061035156,134771
535,2020-05-27 15:52:00-04:00,181.6100006103516,181.72000122070312,181.4850006103516,181.5,126086
536,2020-05-27 15:53:00-04:00,181.5,181.6699981689453,181.49429321289062,181.57000732421875,120807
537,2020-05-27 15:54:00-04:00,181.5800018310547,181.63999938964844,181.3600006103516,181.4199981689453,149270
538,2020-05-27 15:55:00-04:00,181.4199981689453,181.56739807128903,181.3000030517578,181.5399932861328,190476
539,2020-05-27 15:56:00-04:00,181.5435028076172,181.6000061035156,181.4900054931641,181.5500030517578,148380
540,2020-05-27 15:57:00-04:00,181.56500244140625,181.75,181.52999877929688,181.72000122070312,156525
541,2020-05-27 15:58:00-04:00,181.72000122070312,181.8800048828125,181.6699981689453,181.8600006103516,229855
542,2020-05-27 15:59:00-04:00,181.8699951171875,181.9877014160156,181.66000366210938,181.80999755859372,433442
543,2020-05-27 16:00:00-04:00,181.81,181.81,181.81,181.81,0
544,2020-05-27 16:15:00-04:00,181.81,181.81,178.1235,178.1235,0
545,2020-05-27 16:16:00-04:00,176.6033,181.81,176.6033,181.81,0
546,2020-05-27 16:17:00-04:00,181.7,181.81,181.62,181.81,0
547,2020-05-27 16:18:00-04:00,181.8,182.0,181.58,181.63,0
548,2020-05-27 16:19:00-04:00,181.65,181.81,181.65,181.66,0
549,2020-05-27 16:20:00-04:00,181.63,181.81,181.63,181.81,0
550,2020-05-27 16:21:00-04:00,181.76,181.77,181.68,181.76,0
551,2020-05-27 16:22:00-04:00,181.76,181.76,181.76,181.76,0
552,2020-05-27 16:23:00-04:00,181.76,181.76,181.76,181.76,0
553,2020-05-27 16:24:00-04:00,181.72,181.81,181.69,181.69,0
554,2020-05-27 16:25:00-04:00,181.78,181.78,181.78,181.78,0
555,2020-05-27 16:26:00-04:00,181.7,181.71,181.7,181.71,0
556,2020-05-27 16:27:00-04:00,181.7,181.78,179.5313,181.69,0
557,2020-05-27 16:28:00-04:00,181.68,181.7,181.68,181.7,0
558,2020-05-27 16:29:00-04:00,181.75,181.75,181.7,181.7,0
559,2020-05-27 16:30:00-04:00,181.81,181.81,181.81,181.81,0
560,2020-05-27 16:31:00-04:00,181.75,181.75,181.7,181.7,0
561,2020-05-27 16:33:00-04:00,181.81,181.81,181.81,181.81,0
562,2020-05-27 16:34:00-04:00,181.75,181.75,179.5313,179.5313,0
563,2020-05-27 16:35:00-04:00,181.75,181.75,181.75,181.75,0
564,2020-05-27 16:36:00-04:00,181.72,181.72,181.72,181.72,0
565,2020-05-27 16:39:00-04:00,181.75,181.75,181.75,181.75,0
566,2020-05-27 16:40:00-04:00,181.72,181.72,181.72,181.72,0
567,2020-05-27 16:41:00-04:00,181.72,181.72,181.72,181.72,0
568,2020-05-27 16:42:00-04:00,181.72,181.72,181.72,181.72,0
569,2020-05-27 16:43:00-04:00,181.73,181.78,181.73,181.78,0
570,2020-05-27 16:44:00-04:00,181.73,181.78,181.73,181.78,0
571,2020-05-27 16:45:00-04:00,181.78,181.81,181.78,181.78,0
572,2020-05-27 16:46:00-04:00,181.8,181.85,181.8,181.85,0
573,2020-05-27 16:47:00-04:00,181.85,181.89,181.8,181.85,0
574,2020-05-27 16:49:00-04:00,181.84,181.84,181.84,181.84,0
575,2020-05-27 16:51:00-04:00,181.92,182.0,181.86,182.0,0
576,2020-05-27 16:54:00-04:00,181.97,181.97,181.8,181.8,0
577,2020-05-27 16:55:00-04:00,181.9,181.9001,181.9,181.9,0
578,2020-05-27 16:57:00-04:00,181.81,181.9,181.81,181.9,0
579,2020-05-27 16:59:00-04:00,181.95,181.95,181.9,181.95,0
580,2020-05-27 17:01:00-04:00,181.94,182.0,181.94,182.0,0
581,2020-05-27 17:02:00-04:00,181.99,182.09,181.99,182.08,0
582,2020-05-27 17:04:00-04:00,179.3665,179.3665,179.3665,179.3665,0
583,2020-05-27 17:06:00-04:00,181.9,182.0,181.9,182.0,0
584,2020-05-27 17:09:00-04:00,181.9145,181.9145,181.9145,181.9145,0
585,2020-05-27 17:10:00-04:00,181.97,181.97,181.97,181.97,0
586,2020-05-27 17:12:00-04:00,181.96,182.0,181.96,182.0,0
587,2020-05-27 17:13:00-04:00,181.96,181.97,181.96,181.97,0
588,2020-05-27 17:14:00-04:00,181.96,181.96,181.96,181.96,0
589,2020-05-27 17:15:00-04:00,181.91,181.91,181.9,181.9,0
590,2020-05-27 17:17:00-04:00,181.9,181.9,181.9,181.9,0
591,2020-05-27 17:22:00-04:00,181.8586,181.8586,181.8586,181.8586,0
592,2020-05-27 17:23:00-04:00,181.81,181.81,181.81,181.81,0
593,2020-05-27 17:25:00-04:00,181.89,181.89,181.89,181.89,0
594,2020-05-27 17:26:00-04:00,181.9,181.9,181.85,181.85,0
595,2020-05-27 17:29:00-04:00,181.95,181.98,181.95,181.98,0
596,2020-05-27 17:32:00-04:00,181.8442,181.8442,181.8442,181.8442,0
597,2020-05-27 17:34:00-04:00,181.9,181.97,181.9,181.97,0
598,2020-05-27 17:36:00-04:00,181.81,181.81,181.81,181.81,0
599,2020-05-27 17:37:00-04:00,181.83,181.83,181.83,181.83,0
600,2020-05-27 17:40:00-04:00,181.85,181.85,181.85,181.85,0
601,2020-05-27 17:41:00-04:00,181.85,181.85,181.81,181.81,0
602,2020-05-27 17:42:00-04:00,181.85,181.85,181.85,181.85,0
603,2020-05-27 17:49:00-04:00,181.85,181.85,181.85,181.85,0
604,2020-05-27 17:50:00-04:00,181.85,181.85,181.85,181.85,0
605,2020-05-27 17:52:00-04:00,181.83,181.83,181.83,181.83,0
606,2020-05-27 17:58:00-04:00,181.88,181.88,181.88,181.88,0
607,2020-05-27 17:59:00-04:00,181.81599999999997,181.95,181.81599999999997,181.95,0
608,2020-05-27 18:00:00-04:00,181.95,181.95,181.95,181.95,0
609,2020-05-27 18:01:00-04:00,181.81,181.81,181.81,181.81,0
610,2020-05-27 18:04:00-04:00,181.81,181.8123,181.81,181.8123,0
611,2020-05-27 18:06:00-04:00,181.88,181.88,181.88,181.88,0
612,2020-05-27 18:08:00-04:00,181.81,181.81,181.81,181.81,0
613,2020-05-27 18:09:00-04:00,181.81,181.81,181.81,181.81,0
614,2020-05-27 18:12:00-04:00,181.81,181.81,181.81,181.81,0
615,2020-05-27 18:15:00-04:00,181.81,181.81,181.8,181.81,0
616,2020-05-27 18:19:00-04:00,181.81,181.81,181.81,181.81,0
617,2020-05-27 18:20:00-04:00,181.81,181.81,181.81,181.81,0
618,2020-05-27 18:21:00-04:00,181.79,181.79,181.79,181.79,0
619,2020-05-27 18:22:00-04:00,181.85,181.85,181.85,181.85,0
620,2020-05-27 18:24:00-04:00,181.75,181.75,181.75,181.75,0
621,2020-05-27 18:26:00-04:00,181.67,181.67,181.67,181.67,0
622,2020-05-27 18:28:00-04:00,181.81,181.81,181.81,181.81,0
623,2020-05-27 18:34:00-04:00,181.68,181.68,181.67,181.67,0
624,2020-05-27 18:35:00-04:00,181.56,181.56,181.56,181.56,0
625,2020-05-27 18:38:00-04:00,181.61,181.61,181.61,181.61,0
626,2020-05-27 18:39:00-04:00,181.61,181.61,181.61,181.61,0
627,2020-05-27 18:40:00-04:00,181.68,181.68,181.68,181.68,0
628,2020-05-27 18:41:00-04:00,181.7,181.7,181.7,181.7,0
629,2020-05-27 18:42:00-04:00,181.7,181.7,181.7,181.7,0
630,2020-05-27 18:43:00-04:00,181.7,181.7,181.7,181.7,0
631,2020-05-27 18:44:00-04:00,181.7,181.7,181.7,181.7,0
632,2020-05-27 18:46:00-04:00,181.61,181.61,181.61,181.61,0
633,2020-05-27 18:49:00-04:00,181.6,181.6,181.6,181.6,0
634,2020-05-27 18:50:00-04:00,181.6,181.6,181.6,181.6,0
635,2020-05-27 18:51:00-04:00,181.51,181.51,181.51,181.51,0
636,2020-05-27 18:59:00-04:00,181.52,181.52,181.52,181.52,0
637,2020-05-27 19:00:00-04:00,181.54,181.54,181.54,181.54,0
638,2020-05-27 19:02:00-04:00,181.55,181.55,181.55,181.55,0
639,2020-05-27 19:03:00-04:00,181.67,181.67,181.67,181.67,0
640,2020-05-27 19:04:00-04:00,181.5301,181.5301,181.5301,181.5301,0
641,2020-05-27 19:11:00-04:00,181.55,181.55,181.55,181.55,0
642,2020-05-27 19:15:00-04:00,181.75,181.75,181.75,181.75,0
643,2020-05-27 19:16:00-04:00,181.75,181.75,181.75,181.75,0
644,2020-05-27 19:26:00-04:00,181.7,181.7,181.7,181.7,0
645,2020-05-27 19:32:00-04:00,181.73,181.75,181.73,181.75,0
646,2020-05-27 19:34:00-04:00,181.85,181.85,181.85,181.85,0
647,2020-05-27 19:35:00-04:00,181.74,181.74,181.74,181.74,0
648,2020-05-27 19:42:00-04:00,181.66,181.66,181.66,181.66,0
649,2020-05-27 19:48:00-04:00,181.77,181.77,181.77,181.77,0
650,2020-05-27 19:49:00-04:00,181.71,181.71,181.65,181.65,0
651,2020-05-27 19:53:00-04:00,181.85,181.85,181.85,181.85,0
652,2020-05-28 05:06:00-04:00,181.59,181.59,181.59,181.59,0
653,2020-05-28 05:08:00-04:00,181.5,181.5,181.5,181.5,0
654,2020-05-28 05:09:00-04:00,181.55,181.55,181.55,181.55,0
655,2020-05-28 05:16:00-04:00,181.25,181.25,181.25,181.25,0
656,2020-05-28 05:19:00-04:00,181.25,181.25,181.25,181.25,0
657,2020-05-28 05:30:00-04:00,181.45,181.6,181.45,181.6,0
658,2020-05-28 05:31:00-04:00,181.6,181.6,181.6,181.6,0
659,2020-05-28 05:32:00-04:00,181.55,181.55,181.55,181.55,0
660,2020-05-28 05:38:00-04:00,181.56,181.56,181.56,181.56,0
661,2020-05-28 06:00:00-04:00,181.2,181.2,181.2,181.2,0
662,2020-05-28 06:05:00-04:00,181.0,181.0,180.9,180.9,0
663,2020-05-28 06:13:00-04:00,180.93,180.93,180.72,180.72,0
664,2020-05-28 06:28:00-04:00,180.87,180.87,180.87,180.87,0
665,2020-05-28 06:30:00-04:00,180.71,180.71,180.63,180.63,0
666,2020-05-28 06:31:00-04:00,180.68,180.68,180.68,180.68,0
667,2020-05-28 06:32:00-04:00,180.83,180.83,180.83,180.83,0
668,2020-05-28 06:33:00-04:00,180.63,180.63,180.63,180.63,0
669,2020-05-28 06:40:00-04:00,180.89,181.16,180.89,181.16,0
670,2020-05-28 06:46:00-04:00,181.35,181.35,181.35,181.35,0
671,2020-05-28 06:48:00-04:00,181.0,181.0,181.0,181.0,0
672,2020-05-28 07:00:00-04:00,181.14,181.14,181.0,181.0,0
673,2020-05-28 07:01:00-04:00,180.97,181.39,180.97,181.39,0
674,2020-05-28 07:02:00-04:00,181.2,181.2,181.2,181.2,0
675,2020-05-28 07:06:00-04:00,181.25,181.25,181.25,181.25,0
676,2020-05-28 07:15:00-04:00,181.44,181.44,181.2,181.2,0
677,2020-05-28 07:16:00-04:00,181.25,181.6,181.18,181.4,0
678,2020-05-28 07:17:00-04:00,181.18,181.18,181.18,181.18,0
679,2020-05-28 07:18:00-04:00,181.18,181.18,181.18,181.18,0
680,2020-05-28 07:21:00-04:00,181.23,181.23,181.23,181.23,0
681,2020-05-28 07:24:00-04:00,181.05,181.05,181.0,181.0,0
682,2020-05-28 07:26:00-04:00,180.84,180.84,180.84,180.84,0
683,2020-05-28 07:28:00-04:00,180.96,180.96,180.8,180.8,0
684,2020-05-28 07:30:00-04:00,180.8,180.8,180.8,180.8,0
685,2020-05-28 07:31:00-04:00,180.8,180.8,180.8,180.8,0
686,2020-05-28 07:32:00-04:00,180.85,180.85,180.85,180.85,0
687,2020-05-28 07:33:00-04:00,180.7,180.71,180.65,180.65,0
688,2020-05-28 07:34:00-04:00,180.65,180.7,180.65,180.7,0
689,2020-05-28 07:37:00-04:00,180.7,180.94,180.7,180.94,0
690,2020-05-28 07:49:00-04:00,181.0,181.18,181.0,181.03,0
691,2020-05-28 07:54:00-04:00,181.07,181.07,181.07,181.07,0
692,2020-05-28 07:55:00-04:00,181.09,181.1,181.09,181.1,0
693,2020-05-28 07:56:00-04:00,181.05,181.05,181.0,181.0,0
694,2020-05-28 07:57:00-04:00,181.0,181.0,181.0,181.0,0
695,2020-05-28 07:58:00-04:00,180.85,180.85,180.85,180.85,0
696,2020-05-28 08:01:00-04:00,180.9,180.9,180.81,180.81,0
697,2020-05-28 08:06:00-04:00,180.86,180.86,180.86,180.86,0
698,2020-05-28 08:07:00-04:00,180.86,180.86,180.86,180.86,0
699,2020-05-28 08:08:00-04:00,180.86,180.86,180.86,180.86,0
700,2020-05-28 08:09:00-04:00,180.78,180.78,180.75,180.76,0
701,2020-05-28 08:10:00-04:00,180.54,180.54,180.54,180.54,0
702,2020-05-28 08:11:00-04:00,180.53,180.54,180.38,180.47,0
703,2020-05-28 08:12:00-04:00,180.47,180.5,180.47,180.5,0
704,2020-05-28 08:13:00-04:00,180.6,180.6,180.5,180.5,0
705,2020-05-28 08:14:00-04:00,180.3,180.3,180.2,180.2,0
706,2020-05-28 08:15:00-04:00,180.9988,181.45,180.0,180.02,0
707,2020-05-28 08:16:00-04:00,180.49,180.49,180.4,180.4,0
708,2020-05-28 08:17:00-04:00,180.5,180.5,180.49,180.49,0
709,2020-05-28 08:18:00-04:00,180.24,180.33,180.0,180.0,0
710,2020-05-28 08:20:00-04:00,180.18,180.18,180.0,180.0,0
711,2020-05-28 08:21:00-04:00,180.0,180.0,179.5,179.52,0
712,2020-05-28 08:22:00-04:00,179.54,179.77,179.2748,179.77,0
713,2020-05-28 08:23:00-04:00,179.51,179.51,179.5,179.5,0
714,2020-05-28 08:24:00-04:00,179.53,179.55,179.31,179.31,0
715,2020-05-28 08:25:00-04:00,179.36,179.36,179.33,179.33,0
716,2020-05-28 08:26:00-04:00,179.34,179.67,179.34,179.67,0
717,2020-05-28 08:27:00-04:00,179.67,179.7,179.4,179.52,0
718,2020-05-28 08:28:00-04:00,179.65,179.9862,179.65,179.9862,0
719,2020-05-28 08:29:00-04:00,179.73,179.89,179.73,179.89,0
720,2020-05-28 08:30:00-04:00,179.79,180.0,179.62,179.95,0
721,2020-05-28 08:31:00-04:00,179.63,179.9,179.57,179.79,0
722,2020-05-28 08:33:00-04:00,179.76,179.86,179.6,179.61,0
723,2020-05-28 08:35:00-04:00,179.8,179.8,179.35,179.35,0
724,2020-05-28 08:36:00-04:00,179.47,179.6,179.3,179.34,0
725,2020-05-28 08:37:00-04:00,179.28,179.62,179.25,179.33,0
726,2020-05-28 08:38:00-04:00,179.33,179.5,179.15,179.15,0
727,2020-05-28 08:39:00-04:00,179.3,179.3,179.25,179.25,0
728,2020-05-28 08:40:00-04:00,179.48,179.48,179.48,179.48,0
729,2020-05-28 08:41:00-04:00,179.28,179.3,179.26,179.26,0
730,2020-05-28 08:42:00-04:00,179.4,179.4,179.34,179.34,0
731,2020-05-28 08:43:00-04:00,179.4,179.4,179.4,179.4,0
732,2020-05-28 08:44:00-04:00,179.3,179.3,179.3,179.3,0
733,2020-05-28 08:45:00-04:00,179.34,179.47,179.26,179.3,0
734,2020-05-28 08:46:00-04:00,179.27,179.27,178.7,178.7,0
735,2020-05-28 08:47:00-04:00,178.99,179.35,178.99,179.35,0
736,2020-05-28 08:48:00-04:00,179.4,179.4,179.4,179.4,0
737,2020-05-28 08:51:00-04:00,179.48,179.8,179.48,179.8,0
738,2020-05-28 08:52:00-04:00,179.7,179.7,179.48,179.51,0
739,2020-05-28 08:53:00-04:00,179.46,179.51,179.33,179.39,0
740,2020-05-28 08:54:00-04:00,179.01,179.31,179.0,179.3,0
741,2020-05-28 08:55:00-04:00,179.3,179.45,179.02,179.45,0
742,2020-05-28 08:58:00-04:00,179.55,179.55,179.45,179.45,0
743,2020-05-28 08:59:00-04:00,179.45,179.55,179.3,179.3,0
744,2020-05-28 09:00:00-04:00,179.28,179.28,178.94,178.94,0
745,2020-05-28 09:01:00-04:00,179.16,179.16,178.66,178.6864,0
746,2020-05-28 09:02:00-04:00,178.73,178.95,178.65,178.8,0
747,2020-05-28 09:03:00-04:00,178.66,178.66,178.65,178.65,0
748,2020-05-28 09:04:00-04:00,179.0,179.05,179.0,179.05,0
749,2020-05-28 09:05:00-04:00,179.23,179.23,178.96,178.96,0
750,2020-05-28 09:06:00-04:00,178.99,179.04,178.75,178.77,0
751,2020-05-28 09:07:00-04:00,178.75,179.0,178.61,179.0,0
752,2020-05-28 09:08:00-04:00,179.0,179.0,178.91,178.91,0
753,2020-05-28 09:09:00-04:00,179.0,179.05,178.61,178.83,0
754,2020-05-28 09:10:00-04:00,178.66,178.73,178.5,178.6,0
755,2020-05-28 09:11:00-04:00,178.6,179.0,178.5635,179.0,0
756,2020-05-28 09:12:00-04:00,178.96,179.0,178.93,178.99,0
757,2020-05-28 09:13:00-04:00,179.0,179.2,179.0,179.19,0
758,2020-05-28 09:14:00-04:00,179.1896,179.26,179.1,179.26,0
759,2020-05-28 09:15:00-04:00,179.5,179.5,179.2,179.4,0
760,2020-05-28 09:16:00-04:00,179.35,179.6,179.2541,179.6,0
761,2020-05-28 09:17:00-04:00,179.58,179.65,179.58,179.65,0
762,2020-05-28 09:18:00-04:00,179.6,179.6,179.5204,179.5204,0
763,2020-05-28 09:19:00-04:00,179.52,179.63,179.5,179.5,0
764,2020-05-28 09:20:00-04:00,179.6,179.6,179.59,179.59,0
765,2020-05-28 09:21:00-04:00,179.6499,179.6499,179.6499,179.6499,0
766,2020-05-28 09:22:00-04:00,179.5006,179.64,179.5,179.6,0
767,2020-05-28 09:23:00-04:00,179.55,179.56,179.45,179.45,0
768,2020-05-28 09:24:00-04:00,179.32,179.6,179.3,179.3,0
769,2020-05-28 09:25:00-04:00,179.31,179.31,179.3,179.3,0
770,2020-05-28 09:26:00-04:00,179.3002,179.38,179.2,179.38,0
771,2020-05-28 09:27:00-04:00,179.38,179.45,179.35,179.45,0
772,2020-05-28 09:28:00-04:00,179.31,179.4,179.25,179.4,0
773,2020-05-28 09:30:00-04:00,180.7400054931641,181.47999572753903,180.6199951171875,181.19000244140625,1022505
774,2020-05-28 09:31:00-04:00,181.16259765625,181.4900054931641,180.9199981689453,181.05999755859372,172103
775,2020-05-28 09:32:00-04:00,181.0200042724609,181.25,180.9199981689453,181.10659790039062,118818
776,2020-05-28 09:33:00-04:00,181.1100006103516,181.27999877929688,180.83999633789062,180.9600067138672,111809
777,2020-05-28 09:34:00-04:00,180.92999267578125,180.97999572753903,180.5200042724609,180.8733062744141,142150
778,2020-05-28 09:35:00-04:00,180.8600006103516,181.21539306640625,180.83009338378903,181.2093963623047,112890
779,2020-05-28 09:36:00-04:00,181.2400054931641,181.6699981689453,181.17999267578125,181.55990600585938,125849
780,2020-05-28 09:37:00-04:00,181.5500030517578,181.7400054931641,181.47000122070312,181.52999877929688,90802
781,2020-05-28 09:38:00-04:00,181.5249938964844,181.6300048828125,181.44000244140625,181.5200042724609,100859
782,2020-05-28 09:39:00-04:00,181.52999877929688,181.7400054931641,181.3300018310547,181.3567047119141,126298
783,2020-05-28 09:40:00-04:00,181.38999938964844,181.90499877929688,181.3300018310547,181.77999877929688,106615
784,2020-05-28 09:41:00-04:00,181.72999572753903,181.91000366210938,181.66000366210938,181.75,87785
785,2020-05-28 09:42:00-04:00,181.75999450683597,182.0780029296875,181.7100067138672,181.9499053955078,128415
786,2020-05-28 09:43:00-04:00,181.97000122070312,182.2375030517578,181.9149932861328,182.1999969482422,90532
787,2020-05-28 09:44:00-04:00,182.1999969482422,182.3500061035156,182.0,182.02980041503903,96892
788,2020-05-28 09:45:00-04:00,182.0449981689453,182.1000061035156,181.69000244140625,181.7700042724609,103145
789,2020-05-28 09:46:00-04:00,181.78500366210938,182.0399932861328,181.7400054931641,181.9850006103516,88151
790,2020-05-28 09:47:00-04:00,181.99180603027344,182.3800048828125,181.97000122070312,182.1999969482422,103772
791,2020-05-28 09:48:00-04:00,182.1999969482422,182.22999572753903,181.97000122070312,181.97999572753903,69844
792,2020-05-28 09:49:00-04:00,181.99110412597656,182.01499938964844,181.72000122070312,181.80050659179688,65017
793,2020-05-28 09:50:00-04:00,181.8000030517578,181.8000030517578,181.5,181.51499938964844,93120
794,2020-05-28 09:51:00-04:00,181.5290985107422,181.75,181.50999450683597,181.6199951171875,75251
795,2020-05-28 09:52:00-04:00,181.6199951171875,181.7855987548828,181.5800018310547,181.65499877929688,71514
796,2020-05-28 09:53:00-04:00,181.6499938964844,181.6750030517578,181.4900054931641,181.53700256347656,73563
797,2020-05-28 09:54:00-04:00,181.5399932861328,181.6000061035156,181.4600067138672,181.55259704589844,64748
798,2020-05-28 09:55:00-04:00,181.5679931640625,181.5679931640625,181.1999969482422,181.3600006103516,104514
799,2020-05-28 09:56:00-04:00,181.3800048828125,181.47979736328125,181.1699981689453,181.25999450683597,92763
800,2020-05-28 09:57:00-04:00,181.2400054931641,181.2400054931641,181.02999877929688,181.1000061035156,63404
801,2020-05-28 09:58:00-04:00,181.1100006103516,181.16000366210938,181.0,181.07000732421875,77463
802,2020-05-28 09:59:00-04:00,181.07000732421875,181.22000122070312,180.97000122070312,181.02999877929688,80057
803,2020-05-28 10:00:00-04:00,181.0399932861328,181.05999755859372,180.42999267578125,180.4900054931641,145243
804,2020-05-28 10:01:00-04:00,180.5,180.75,180.3800048828125,180.6024932861328,110749
805,2020-05-28 10:02:00-04:00,180.58999633789062,181.05999755859372,180.56500244140625,180.88710021972656,138193
806,2020-05-28 10:03:00-04:00,180.8999938964844,180.9600067138672,180.8300018310547,180.91000366210938,53998
807,2020-05-28 10:04:00-04:00,180.9199981689453,180.97999572753903,180.75999450683597,180.76010131835938,45836
808,2020-05-28 10:05:00-04:00,180.75999450683597,180.8000030517578,180.66000366210938,180.6699981689453,52125
809,2020-05-28 10:06:00-04:00,180.6699981689453,181.2700042724609,180.6699981689453,181.22149658203125,85687
810,2020-05-28 10:07:00-04:00,181.2200927734375,181.47000122070312,181.2200927734375,181.42999267578125,90449
811,2020-05-28 10:08:00-04:00,181.43499755859372,181.5749969482422,181.41000366210938,181.5200042724609,79372
812,2020-05-28 10:09:00-04:00,181.52110290527344,181.58999633789062,181.47000122070312,181.5200042724609,52607
813,2020-05-28 10:10:00-04:00,181.5200042724609,181.72000122070312,181.4600067138672,181.6100006103516,63388
814,2020-05-28 10:11:00-04:00,181.6100006103516,181.6499938964844,181.5200042724609,181.6100006103516,57532
815,2020-05-28 10:12:00-04:00,181.6000061035156,181.6322021484375,181.5399932861328,181.5800018310547,93732
816,2020-05-28 10:13:00-04:00,181.58999633789062,181.7899932861328,181.5500030517578,181.72999572753903,78890
817,2020-05-28 10:14:00-04:00,181.72999572753903,181.8699951171875,181.7100067138672,181.75,78989
818,2020-05-28 10:15:00-04:00,181.75,182.0249938964844,181.69000244140625,182.0200042724609,134367
819,2020-05-28 10:16:00-04:00,182.00999450683597,182.0200042724609,181.80999755859372,181.8800048828125,58067
820,2020-05-28 10:17:00-04:00,181.8800048828125,181.91000366210938,181.4600067138672,181.5,73811
821,2020-05-28 10:18:00-04:00,181.5,181.5749969482422,181.3800048828125,181.4001007080078,78015
822,2020-05-28 10:19:00-04:00,181.40989685058597,181.6098937988281,181.38999938964844,181.6098937988281,63102
