 ,Datetime,Open,High,Low,Close,Volume
51,2020-05-27 06:54:00-04:00,183.23,183.23,183.23,183.23,0
52,2020-05-27 06:56:00-04:00,183.13,183.13,183.1,183.1,0
53,2020-05-27 06:57:00-04:00,183.23,183.24,183.23,183.24,0
54,2020-05-27 06:59:00-04:00,183.24,183.24,183.24,183.24,0
55,2020-05-27 07:00:00-04:00,183.15,183.24,182.9,183.0,0
56,2020-05-27 07:01:00-04:00,183.1,183.1,182.56,182.68,0
57,2020-05-27 07:04:00-04:00,182.83,182.97,182.83,182.97,0
58,2020-05-27 07:05:00-04:00,182.9,183.0,182.75,182.75,0
59,2020-05-27 07:06:00-04:00,182.76,182.93,182.76,182.9,0
60,2020-05-27 07:08:00-04:00,182.95,182.97,182.95,182.97,0
61,2020-05-27 07:09:00-04:00,182.97,182.97,182.76,182.76,0
62,2020-05-27 07:11:00-04:00,182.77,182.77,182.75,182.75,0
63,2020-05-27 07:12:00-04:00,182.75,182.75,182.72,182.72,0
64,2020-05-27 07:13:00-04:00,182.56,182.56,182.55,182.55,0
65,2020-05-27 07:14:00-04:00,182.51,182.68,182.5,182.67,0
66,2020-05-27 07:15:00-04:00,182.51,182.68,182.5,182.52,0
67,2020-05-27 07:16:00-04:00,182.49,182.6,182.44,182.6,0
68,2020-05-27 07:18:00-04:00,182.37,182.37,182.37,182.37,0
69,2020-05-27 07:19:00-04:00,182.38,182.38,182.3,182.3,0
70,2020-05-27 07:25:00-04:00,182.55,182.59,182.55,182.59,0
71,2020-05-27 07:28:00-04:00,182.6,182.6,182.6,182.6,0
72,2020-05-27 07:29:00-04:00,182.5,182.5,182.5,182.5,0
73,2020-05-27 07:31:00-04:00,182.5,182.5,182.3,182.3,0
74,2020-05-27 07:35:00-04:00,182.54,182.54,182.54,182.54,0
75,2020-05-27 07:36:00-04:00,182.51,182.51,182.3,182.3,0
76,2020-05-27 07:40:00-04:00,182.42,182.42,182.42,182.42,0
77,2020-05-27 07:44:00-04:00,182.26,182.26,182.05,182.05,0
78,2020-05-27 07:45:00-04:00,182.12,182.12,182.11,182.11,0
79,2020-05-27 07:47:00-04:00,182.18,182.22,182.17,182.22,0
80,2020-05-27 07:49:00-04:00,182.2,182.2,182.11,182.2,0
81,2020-05-27 07:50:00-04:00,182.2,182.23,182.2,182.23,0
82,2020-05-27 07:51:00-04:00,182.22,182.22,182.14,182.2,0
83,2020-05-27 07:52:00-04:00,182.2,182.35,182.2,182.35,0
